TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1615 | X=0106.850-0393.740 | Y=0566.090-0577.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1615 | X=0106.850-0167.970 | Y=0577.610-0588.850 | đến ≤1.000m.
P=1615 | X=0106.850-0330.020 | Y=0595.130-0606.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1615 | X=0106.850-0392.110 | Y=0612.890-0624.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1615 | X=0106.850-0382.540 | Y=0624.430-0635.670 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1615 | X=0106.850-0400.060 | Y=0635.950-0647.190 | 394, tờ BĐĐC số 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC
P=1615 | X=0106.850-0383.020 | Y=0647.470-0658.710 | số 142 xã Tân Phú đến Hết ranh thửa đất số 394 tờ bản đồ số
P=1615 | X=0090.020-0106.660 | Y=0655.350-0664.670 | 224
P=1615 | X=0424.490-0441.130 | Y=0655.350-0664.670 | 210
P=1615 | X=0464.810-0481.450 | Y=0655.350-0664.670 | 150
P=1615 | X=0505.390-0522.030 | Y=0655.350-0664.670 | 130
P=1615 | X=0106.850-0393.870 | Y=0658.750-0669.990 | 142 (xã Tân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0106.850-0392.640 | Y=0676.270-0687.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1615 | X=0106.850-0330.490 | Y=0693.790-0705.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1616 | X=0312.840-0391.510 | Y=0078.500-0089.740 | Bên phải, đến hết
P=1616 | X=0312.840-0400.300 | Y=0090.020-0101.260 | ranh thửa đất số 13
P=1616 | X=0312.840-0383.350 | Y=0101.540-0112.780 | tờ BĐĐC số 35;
P=1616 | X=0090.020-0194.770 | Y=0107.300-0118.540 | 225 Đường Lê Quý Đôn
P=1616 | X=0224.470-0273.060 | Y=0109.180-0118.500 | Quốc lộ 20
P=1616 | X=0424.490-0441.130 | Y=0109.180-0118.500 | 950
P=1616 | X=0464.810-0481.450 | Y=0109.180-0118.500 | 670
P=1616 | X=0505.390-0522.030 | Y=0109.180-0118.500 | 570
P=1616 | X=0312.840-0386.470 | Y=0113.060-0124.300 | Bên trái, đến hết
P=1616 | X=0312.840-0386.380 | Y=0124.610-0135.850 | ranh thửa đất số
P=1616 | X=0312.840-0397.420 | Y=0136.130-0147.370 | 14, tờ BĐĐC số 35
P=1616 | X=0106.850-0390.360 | Y=0153.650-0164.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quý
P=1616 | X=0106.850-0390.460 | Y=0165.170-0176.410 | Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa đất số
P=1616 | X=0106.850-0372.510 | Y=0176.690-0187.930 | 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa đất số 14, tờ
P=1616 | X=0090.020-0371.790 | Y=0188.210-0199.650 | 226 BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi măng:
P=1616 | X=0424.490-0441.130 | Y=0190.330-0199.650 | 500
P=1616 | X=0464.810-0481.450 | Y=0190.330-0199.650 | 350
P=1616 | X=0505.390-0522.030 | Y=0190.330-0199.650 | 300
P=1616 | X=0106.850-0329.760 | Y=0205.750-0216.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1616 | X=0106.850-0384.020 | Y=0223.270-0234.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1616 | X=0106.850-0390.360 | Y=0241.030-0252.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quý
P=1616 | X=0106.850-0390.460 | Y=0252.550-0263.790 | Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa đất số
P=1616 | X=0106.850-0372.510 | Y=0264.070-0275.310 | 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa đất số 14, tờ
P=1616 | X=0106.850-0371.790 | Y=0275.590-0286.830 | BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi măng:
P=1616 | X=0090.020-0330.020 | Y=0292.140-0304.380 | 227 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1616 | X=0424.490-0441.130 | Y=0292.140-0301.460 | 390
P=1616 | X=0464.810-0481.450 | Y=0292.140-0301.460 | 270
P=1616 | X=0505.390-0522.030 | Y=0292.140-0301.460 | 230
P=1616 | X=0106.850-0393.740 | Y=0310.660-0321.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1616 | X=0106.850-0159.810 | Y=0321.940-0333.180 | đến ≤600m.
P=1616 | X=0106.850-0330.020 | Y=0339.460-0350.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1616 | X=0106.850-0390.360 | Y=0357.220-0368.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quý
P=1616 | X=0106.850-0390.460 | Y=0368.760-0380.000 | Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa đất số
P=1616 | X=0106.850-0372.510 | Y=0380.280-0391.520 | 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa đất số 14, tờ
P=1616 | X=0090.020-0371.790 | Y=0391.800-0403.240 | 228 BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi măng:
P=1616 | X=0424.490-0441.130 | Y=0393.920-0403.240 | 280
P=1616 | X=0464.810-0481.450 | Y=0393.920-0403.240 | 200
P=1616 | X=0505.390-0522.030 | Y=0393.920-0403.240 | 170
P=1616 | X=0106.850-0384.260 | Y=0409.320-0420.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1616 | X=0106.850-0330.490 | Y=0426.840-0438.080 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1616 | X=0106.850-0392.110 | Y=0444.600-0455.840 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1616 | X=0106.850-0383.590 | Y=0456.140-0467.380 | Đường Lê Quý Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết
P=1616 | X=0106.850-0389.980 | Y=0467.660-0478.900 | ranh thửa đất số 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa
P=1616 | X=0106.850-0400.270 | Y=0479.180-0490.420 | đất số 14, tờ BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi
P=1616 | X=0090.020-0106.660 | Y=0487.060-0496.380 | 229
P=1616 | X=0424.490-0441.130 | Y=0487.060-0496.380 | 450
P=1616 | X=0464.810-0481.450 | Y=0487.060-0496.380 | 320
P=1616 | X=0505.390-0522.030 | Y=0487.060-0496.380 | 270
P=1616 | X=0106.850-0134.850 | Y=0490.460-0501.700 | măng:
P=1616 | X=0106.850-0329.760 | Y=0507.980-0519.220 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1616 | X=0106.850-0384.020 | Y=0525.500-0536.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1616 | X=0106.850-0392.110 | Y=0543.290-0554.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1616 | X=0106.850-0383.590 | Y=0554.810-0566.050 | Đường Lê Quý Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết
P=1616 | X=0106.850-0389.980 | Y=0566.330-0577.570 | ranh thửa đất số 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa
P=1616 | X=0106.850-0400.270 | Y=0577.850-0589.090 | đất số 14, tờ BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi
P=1616 | X=0106.850-0134.850 | Y=0589.370-0600.610 | măng:
P=1616 | X=0090.020-0106.660 | Y=0600.130-0609.450 | 230
P=1616 | X=0424.490-0441.130 | Y=0600.130-0609.450 | 350
P=1616 | X=0464.810-0481.450 | Y=0600.130-0609.450 | 250
P=1616 | X=0505.390-0522.030 | Y=0600.130-0609.450 | 210
P=1616 | X=0106.850-0330.020 | Y=0606.890-0618.130 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1616 | X=0106.850-0393.740 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1616 | X=0106.850-0159.810 | Y=0635.950-0647.190 | đến ≤600m.
P=1616 | X=0106.850-0330.020 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1616 | X=0106.850-0392.110 | Y=0671.230-0682.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1616 | X=0106.850-0383.590 | Y=0682.510-0693.750 | Đường Lê Quý Đôn đoạn từ Quốc lộ 20 đến Bên phải, đến hết
P=1616 | X=0090.020-0106.660 | Y=0690.150-0699.470 | 231
P=1616 | X=0424.490-0441.130 | Y=0690.150-0699.470 | 250
P=1616 | X=0464.810-0481.450 | Y=0690.150-0699.470 | 180
P=1616 | X=0505.390-0522.030 | Y=0690.150-0699.470 | 150
P=1616 | X=0106.850-0389.980 | Y=0694.030-0705.270 | ranh thửa đất số 13 tờ BĐĐC số 35; Bên trái, đến hết ranh thửa
P=1616 | X=0106.850-0400.270 | Y=0705.570-0716.810 | đất số 14, tờ BĐĐC số 35 có hiện trạng là đường nhựa, bê tông xi
P=1617 | X=0106.850-0134.850 | Y=0072.500-0083.740 | măng:
P=1617 | X=0106.850-0384.260 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1617 | X=0106.850-0330.490 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1617 | X=0312.840-0391.510 | Y=0125.330-0136.570 | Hết ranh thửa đất
P=1617 | X=0312.840-0394.070 | Y=0136.850-0148.090 | số 27 tờ BĐĐC số
P=1617 | X=0106.850-0214.230 | Y=0148.370-0159.610 | Đường Phú Thanh - Trà
P=1617 | X=0312.840-0386.610 | Y=0150.250-0159.570 | 7 về bên phải và
P=1617 | X=0090.020-0106.660 | Y=0156.010-0165.330 | 232
P=1617 | X=0224.470-0273.060 | Y=0156.010-0165.330 | Quốc lộ 20
P=1617 | X=0424.490-0441.130 | Y=0156.010-0165.330 | 660
P=1617 | X=0464.810-0481.450 | Y=0156.010-0165.330 | 460
P=1617 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 400
P=1617 | X=0312.840-0389.830 | Y=0159.650-0170.890 | hết ranh thửa đất
P=1617 | X=0106.850-0119.650 | Y=0161.530-0170.850 | Cổ
P=1617 | X=0312.840-0391.190 | Y=0171.170-0182.410 | số 7, tờ BĐĐC số
P=1617 | X=0312.840-0379.160 | Y=0184.570-0193.890 | 142 về bên trái
P=1617 | X=0106.850-0375.800 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1617 | X=0106.850-0390.940 | Y=0211.990-0223.230 | Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 27
P=1617 | X=0106.850-0397.670 | Y=0223.510-0234.750 | tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số 7, tờ BĐĐC số
P=1617 | X=0090.020-0382.600 | Y=0235.030-0246.470 | 233 142 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1617 | X=0424.490-0441.130 | Y=0237.150-0246.470 | 280
P=1617 | X=0464.810-0481.450 | Y=0237.150-0246.470 | 200
P=1617 | X=0505.390-0522.030 | Y=0237.150-0246.470 | 170
P=1617 | X=0106.850-0337.930 | Y=0252.550-0263.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1617 | X=0106.850-0384.020 | Y=0270.070-0281.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1617 | X=0106.850-0375.800 | Y=0287.860-0299.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1617 | X=0106.850-0390.940 | Y=0299.380-0310.620 | Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 27
P=1617 | X=0106.850-0397.670 | Y=0310.900-0322.140 | tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số 7, tờ BĐĐC số
P=1617 | X=0106.850-0382.600 | Y=0322.420-0333.660 | 142 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1617 | X=0090.020-0338.400 | Y=0338.940-0350.940 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1617 | X=0424.490-0441.130 | Y=0338.940-0348.260 | 260
P=1617 | X=0464.810-0481.450 | Y=0338.940-0348.260 | 180
P=1617 | X=0505.390-0522.030 | Y=0338.940-0348.260 | 160
P=1617 | X=0106.850-0393.740 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1617 | X=0106.850-0167.970 | Y=0368.760-0380.000 | đến ≤1.000m.
P=1617 | X=0106.850-0330.030 | Y=0386.280-0397.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1617 | X=0106.850-0375.800 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1617 | X=0106.850-0390.940 | Y=0415.560-0426.800 | Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 27
P=1617 | X=0106.850-0397.670 | Y=0427.080-0438.320 | tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số 7, tờ BĐĐC số
P=1617 | X=0090.020-0382.600 | Y=0438.600-0450.040 | 235 142 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1617 | X=0424.490-0441.130 | Y=0440.720-0450.040 | 220
P=1617 | X=0464.810-0481.450 | Y=0440.720-0450.040 | 150
P=1617 | X=0505.390-0522.030 | Y=0440.720-0450.040 | 130
P=1617 | X=0106.850-0392.640 | Y=0456.140-0467.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1617 | X=0106.850-0330.490 | Y=0473.660-0484.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1617 | X=0106.850-0392.110 | Y=0491.420-0502.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1617 | X=0106.850-0378.680 | Y=0502.940-0514.180 | Đường Phú Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh
P=1617 | X=0106.850-0396.940 | Y=0514.220-0525.460 | thửa đất số 27 tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số
P=1617 | X=0106.850-0387.580 | Y=0525.740-0536.980 | 7, tờ BĐĐC số 142 về bên trái có hiện trạng là đường nhựa, bê
P=1617 | X=0090.020-0106.660 | Y=0533.620-0542.940 | 236
P=1617 | X=0424.490-0441.130 | Y=0533.620-0542.940 | 250
P=1617 | X=0464.810-0481.450 | Y=0533.620-0542.940 | 180
P=1617 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 150
P=1617 | X=0106.850-0167.010 | Y=0537.290-0548.530 | tông xi măng:
P=1617 | X=0106.850-0337.930 | Y=0554.810-0566.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1617 | X=0106.850-0384.020 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1617 | X=0106.850-0392.110 | Y=0590.090-0601.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1617 | X=0106.850-0378.680 | Y=0601.610-0612.850 | Đường Phú Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh
P=1617 | X=0106.850-0396.940 | Y=0613.130-0624.370 | thửa đất số 27 tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số
P=1617 | X=0106.850-0387.580 | Y=0624.670-0635.910 | 7, tờ BĐĐC số 142 về bên trái có hiện trạng là đường nhựa, bê
P=1617 | X=0106.850-0167.010 | Y=0636.190-0647.430 | tông xi măng:
P=1617 | X=0090.020-0106.660 | Y=0646.950-0656.270 | 237
P=1617 | X=0424.490-0441.130 | Y=0646.950-0656.270 | 230
P=1617 | X=0464.810-0481.450 | Y=0646.950-0656.270 | 160
P=1617 | X=0505.390-0522.030 | Y=0646.950-0656.270 | 140
P=1617 | X=0106.850-0338.400 | Y=0653.710-0664.950 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1617 | X=0106.850-0393.740 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1617 | X=0106.850-0167.970 | Y=0682.510-0693.750 | đến ≤1.000m.
P=1617 | X=0106.850-0330.020 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1618 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1618 | X=0106.850-0378.680 | Y=0090.020-0101.260 | Đường Phú Thanh - Trà Cổ đoạn từ Quốc lộ 20 đến Hết ranh
P=1618 | X=0106.850-0396.940 | Y=0101.540-0112.780 | thửa đất số 27 tờ BĐĐC số 7 về bên phải và hết ranh thửa đất số
P=1618 | X=0106.850-0387.580 | Y=0113.060-0124.300 | 7, tờ BĐĐC số 142 về bên trái có hiện trạng là đường nhựa, bê
P=1618 | X=0090.020-0106.660 | Y=0120.970-0130.290 | 238
P=1618 | X=0424.490-0441.130 | Y=0120.970-0130.290 | 200
P=1618 | X=0464.810-0481.450 | Y=0120.970-0130.290 | 140
P=1618 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 120
P=1618 | X=0106.850-0167.010 | Y=0124.610-0135.850 | tông xi măng:
P=1618 | X=0106.850-0392.670 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1618 | X=0106.850-0330.490 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1618 | X=0312.840-0390.220 | Y=0177.170-0188.410 | Ranh thửa đất số
P=1618 | X=0090.020-0208.380 | Y=0188.690-0199.930 | 239 Đường số 7 Ngọc Lâm
P=1618 | X=0312.840-0389.030 | Y=0188.690-0199.930 | 140, tờ BĐĐC số
P=1618 | X=0224.470-0273.060 | Y=0190.570-0199.890 | Quốc lộ 20
P=1618 | X=0424.490-0441.130 | Y=0190.570-0199.890 | 550
P=1618 | X=0464.810-0481.450 | Y=0190.570-0199.890 | 390
P=1618 | X=0505.390-0522.030 | Y=0190.570-0199.890 | 330
P=1618 | X=0312.840-0383.710 | Y=0202.110-0211.430 | 164 xã Tân Phú
P=1618 | X=0106.850-0376.780 | Y=0217.990-0229.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 7
P=1618 | X=0106.850-0374.920 | Y=0229.510-0240.750 | Ngọc Lâm đoạn từ Quốc lộ 20 đến Ranh thửa đất số 140, tờ
P=1618 | X=0106.850-0391.150 | Y=0241.030-0252.270 | BĐĐC số 164 xã Tân Phú có hiện trạng là đường nhựa, bê tông
P=1618 | X=0090.020-0144.680 | Y=0252.550-0263.990 | 240 xi măng:
P=1618 | X=0424.490-0441.130 | Y=0254.670-0263.990 | 250
P=1618 | X=0464.810-0481.450 | Y=0254.670-0263.990 | 180
P=1618 | X=0505.390-0522.030 | Y=0254.670-0263.990 | 150
P=1618 | X=0106.850-0337.930 | Y=0270.070-0281.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1618 | X=0106.850-0384.020 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1618 | X=0106.850-0376.780 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 7
P=1618 | X=0106.850-0374.920 | Y=0316.900-0328.140 | Ngọc Lâm đoạn từ Quốc lộ 20 đến Ranh thửa đất số 140, tờ
P=1618 | X=0106.850-0391.150 | Y=0328.420-0339.660 | BĐĐC số 164 xã Tân Phú có hiện trạng là đường nhựa, bê tông
P=1618 | X=0106.850-0144.680 | Y=0339.700-0350.940 | xi măng:
P=1618 | X=0090.020-0338.400 | Y=0356.460-0368.460 | 241 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1618 | X=0424.490-0441.130 | Y=0356.460-0365.780 | 220
P=1618 | X=0464.810-0481.450 | Y=0356.460-0365.780 | 150
P=1618 | X=0505.390-0522.030 | Y=0356.460-0365.780 | 130
P=1618 | X=0106.850-0393.740 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1618 | X=0106.850-0167.970 | Y=0386.280-0397.520 | đến ≤1.000m.
P=1618 | X=0106.850-0330.020 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1618 | X=0106.850-0376.780 | Y=0421.560-0432.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 7
P=1618 | X=0106.850-0374.920 | Y=0433.080-0444.320 | Ngọc Lâm đoạn từ Quốc lộ 20 đến Ranh thửa đất số 140, tờ
P=1618 | X=0106.850-0391.180 | Y=0444.600-0455.840 | BĐĐC số 164 xã Tân Phú có hiện trạng là đường nhựa, bê tông
P=1618 | X=0090.020-0144.680 | Y=0456.140-0467.580 | 242 xi măng:
P=1618 | X=0424.490-0441.130 | Y=0458.260-0467.580 | 200
P=1618 | X=0464.810-0481.450 | Y=0458.260-0467.580 | 140
P=1618 | X=0505.390-0522.030 | Y=0458.260-0467.580 | 120
P=1618 | X=0106.850-0392.640 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
