TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1612 | X=0106.850-0384.020 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1612 | X=0106.850-0388.780 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trà Cổ
P=1612 | X=0106.850-0394.730 | Y=0264.790-0276.030 | đoạn từ Đường ấp 5-6 (xã Trà Cổ cũ) đến Giáp ranh xã Phú Hòa
P=1612 | X=0106.850-0313.700 | Y=0276.310-0287.550 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1612 | X=0090.020-0338.400 | Y=0293.860-0307.940 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1612 | X=0424.490-0441.130 | Y=0298.620-0307.940 | 220
P=1612 | X=0464.810-0481.450 | Y=0298.620-0307.940 | 150
P=1612 | X=0505.390-0522.030 | Y=0298.620-0307.940 | 130
P=1612 | X=0106.850-0393.740 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1612 | X=0106.850-0167.970 | Y=0322.900-0334.140 | đến ≤1.000m.
P=1612 | X=0106.850-0330.020 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1612 | X=0106.850-0388.780 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trà Cổ
P=1612 | X=0106.850-0394.730 | Y=0369.480-0380.720 | đoạn từ Đường ấp 5-6 (xã Trà Cổ cũ) đến Giáp ranh xã Phú Hòa
P=1612 | X=0106.850-0313.710 | Y=0381.000-0392.240 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1612 | X=0090.020-0106.660 | Y=0388.880-0398.200 | 200
P=1612 | X=0424.490-0441.130 | Y=0388.880-0398.200 | 180
P=1612 | X=0464.810-0481.450 | Y=0388.880-0398.200 | 130
P=1612 | X=0505.390-0522.030 | Y=0388.880-0398.200 | 110
P=1612 | X=0106.850-0392.640 | Y=0398.520-0409.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1612 | X=0106.850-0330.490 | Y=0416.040-0427.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1612 | X=0106.850-0392.110 | Y=0433.800-0445.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1612 | X=0106.850-0384.930 | Y=0445.320-0456.560 | Đường Trà Cổ đoạn từ Đường ấp 5-6 (xã Trà Cổ cũ) đến Giáp
P=1612 | X=0106.850-0391.700 | Y=0456.860-0468.100 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1612 | X=0090.020-0106.660 | Y=0464.740-0474.060 | 201
P=1612 | X=0424.490-0441.130 | Y=0464.740-0474.060 | 270
P=1612 | X=0464.810-0481.450 | Y=0464.740-0474.060 | 190
P=1612 | X=0505.390-0522.030 | Y=0464.740-0474.060 | 160
P=1612 | X=0106.850-0337.930 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1612 | X=0106.850-0384.020 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1612 | X=0106.850-0392.110 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1612 | X=0106.850-0384.930 | Y=0521.180-0532.420 | Đường Trà Cổ đoạn từ Đường ấp 5-6 (xã Trà Cổ cũ) đến Giáp
P=1612 | X=0106.850-0391.700 | Y=0532.490-0543.730 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1612 | X=0090.020-0338.400 | Y=0550.010-0564.330 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1612 | X=0424.490-0441.130 | Y=0555.010-0564.330 | 200
P=1612 | X=0464.810-0481.450 | Y=0555.010-0564.330 | 140
P=1612 | X=0505.390-0522.030 | Y=0555.010-0564.330 | 120
P=1612 | X=0106.850-0393.740 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1612 | X=0106.850-0167.970 | Y=0579.050-0590.290 | đến ≤1.000m.
P=1612 | X=0106.850-0330.020 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1612 | X=0106.850-0392.110 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1612 | X=0106.850-0384.930 | Y=0625.870-0637.110 | Đường Trà Cổ đoạn từ Đường ấp 5-6 (xã Trà Cổ cũ) đến Giáp
P=1612 | X=0106.850-0391.700 | Y=0637.390-0648.630 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1612 | X=0090.020-0106.660 | Y=0645.270-0654.590 | 203
P=1612 | X=0424.490-0441.130 | Y=0645.270-0654.590 | 160
P=1612 | X=0464.810-0481.450 | Y=0645.270-0654.590 | 110
P=1612 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 100
P=1612 | X=0106.850-0392.640 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1612 | X=0106.850-0330.490 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1612 | X=0106.850-0201.960 | Y=0690.190-0701.430 | Đường Trương Công
P=1612 | X=0312.840-0384.700 | Y=0692.070-0701.390 | Hết ranh thị trấn
P=1612 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 204
P=1612 | X=0224.470-0273.060 | Y=0697.830-0707.150 | Quốc lộ 20
P=1612 | X=0416.300-0441.350 | Y=0697.830-0707.150 | 1.800
P=1612 | X=0456.650-0481.700 | Y=0697.830-0707.150 | 1.300
P=1612 | X=0497.230-0522.280 | Y=0697.830-0707.150 | 1.100
P=1612 | X=0106.850-0127.570 | Y=0701.730-0712.970 | Định
P=1612 | X=0312.840-0364.260 | Y=0701.730-0712.970 | Tân Phú cũ
P=1613 | X=0106.850-0391.870 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=1613 | X=0106.850-0390.660 | Y=0090.020-0101.260 | Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị trấn Tân Phú cũ
P=1613 | X=0106.850-0313.700 | Y=0101.540-0112.780 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 205
P=1613 | X=0424.490-0441.130 | Y=0109.420-0118.740 | 910
P=1613 | X=0464.810-0481.450 | Y=0109.420-0118.740 | 640
P=1613 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 550
P=1613 | X=0106.850-0329.760 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1613 | X=0106.850-0384.020 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1613 | X=0106.850-0391.870 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=1613 | X=0106.850-0390.660 | Y=0165.650-0176.890 | Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị trấn Tân Phú cũ
P=1613 | X=0106.850-0313.700 | Y=0177.170-0188.410 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0330.020 | Y=0194.690-0209.030 | 206 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1613 | X=0424.490-0441.130 | Y=0199.710-0209.030 | 650
P=1613 | X=0464.810-0481.450 | Y=0199.710-0209.030 | 460
P=1613 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 390
P=1613 | X=0106.850-0393.740 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1613 | X=0106.850-0159.810 | Y=0223.750-0234.990 | đến ≤600m.
P=1613 | X=0106.850-0330.020 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1613 | X=0106.850-0391.870 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trương
P=1613 | X=0106.850-0390.660 | Y=0270.550-0281.790 | Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị trấn Tân Phú cũ
P=1613 | X=0106.850-0313.700 | Y=0282.100-0293.340 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 207
P=1613 | X=0424.490-0441.130 | Y=0289.980-0299.300 | 390
P=1613 | X=0464.810-0481.450 | Y=0289.980-0299.300 | 270
P=1613 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 230
P=1613 | X=0106.850-0384.260 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1613 | X=0106.850-0330.490 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1613 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1613 | X=0106.850-0387.570 | Y=0346.420-0357.660 | Đường Trương Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị
P=1613 | X=0106.850-0387.630 | Y=0357.700-0368.940 | trấn Tân Phú cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0106.660 | Y=0365.580-0374.900 | 208
P=1613 | X=0424.490-0441.130 | Y=0365.580-0374.900 | 820
P=1613 | X=0464.810-0481.450 | Y=0365.580-0374.900 | 570
P=1613 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 490
P=1613 | X=0106.850-0329.760 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1613 | X=0106.850-0384.020 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1613 | X=0106.850-0392.110 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1613 | X=0106.850-0387.570 | Y=0422.040-0433.280 | Đường Trương Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị
P=1613 | X=0106.850-0387.630 | Y=0433.560-0444.800 | trấn Tân Phú cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0330.020 | Y=0451.100-0465.180 | 209 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1613 | X=0424.490-0441.130 | Y=0455.860-0465.180 | 590
P=1613 | X=0464.810-0481.450 | Y=0455.860-0465.180 | 410
P=1613 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 350
P=1613 | X=0106.850-0393.740 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1613 | X=0106.850-0159.810 | Y=0480.140-0491.380 | đến ≤600m.
P=1613 | X=0106.850-0330.020 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1613 | X=0106.850-0392.110 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1613 | X=0106.850-0387.570 | Y=0526.940-0538.180 | Đường Trương Công Định đoạn từ Quốc lộ 20 đến Hết ranh thị
P=1613 | X=0106.850-0387.630 | Y=0538.250-0549.490 | trấn Tân Phú cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1613 | X=0090.020-0106.660 | Y=0546.130-0555.450 | 210
P=1613 | X=0424.490-0441.130 | Y=0546.130-0555.450 | 350
P=1613 | X=0464.810-0481.450 | Y=0546.130-0555.450 | 250
P=1613 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 210
P=1613 | X=0106.850-0384.260 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1613 | X=0106.850-0330.490 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1613 | X=0106.850-0220.230 | Y=0591.050-0602.290 | Đường từ đường Trương
P=1613 | X=0312.840-0391.510 | Y=0591.050-0602.290 | Hết ranh thửa đất
P=1613 | X=0106.850-0292.970 | Y=0602.570-0613.810 | Công Định đến hết ranh Đường Trương
P=1613 | X=0312.840-0389.020 | Y=0602.570-0613.810 | số 450, tờ BĐĐC
P=1613 | X=0090.020-0106.660 | Y=0610.210-0619.530 | 211
P=1613 | X=0416.300-0441.350 | Y=0610.210-0619.530 | 1.100
P=1613 | X=0464.810-0481.450 | Y=0610.210-0619.530 | 770
P=1613 | X=0505.390-0522.030 | Y=0610.210-0619.530 | 660
P=1613 | X=0106.850-0271.860 | Y=0614.090-0625.330 | thửa đất số 394, tờ BĐĐC Công Định
P=1613 | X=0312.840-0379.870 | Y=0615.970-0625.290 | số 140 (xã Tân
P=1613 | X=0106.850-0136.690 | Y=0627.510-0636.830 | số 142
P=1613 | X=0312.840-0333.960 | Y=0627.510-0636.830 | Phú)
P=1613 | X=0106.850-0400.300 | Y=0643.390-0654.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1613 | X=0106.850-0381.830 | Y=0654.910-0666.150 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1613 | X=0106.850-0395.740 | Y=0666.430-0677.670 | 142 đoạn từ Đường Trương Công Định đến Hết ranh thửa đất số
P=1613 | X=0090.020-0395.830 | Y=0676.950-0689.190 | 212 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng là đường nhựa,
P=1613 | X=0424.490-0441.130 | Y=0676.950-0686.270 | 590
P=1613 | X=0464.810-0481.450 | Y=0676.950-0686.270 | 410
P=1613 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 350
P=1613 | X=0106.850-0180.930 | Y=0689.470-0700.710 | bê tông xi măng:
P=1613 | X=0106.850-0337.930 | Y=0706.770-0718.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1614 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1614 | X=0106.850-0400.300 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1614 | X=0106.850-0381.830 | Y=0107.780-0119.020 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1614 | X=0106.850-0395.740 | Y=0119.330-0130.570 | 142 đoạn từ Đường Trương Công Định đến Hết ranh thửa đất số
P=1614 | X=0106.850-0395.830 | Y=0130.850-0142.090 | 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng là đường nhựa,
P=1614 | X=0106.850-0180.930 | Y=0142.370-0153.610 | bê tông xi măng:
P=1614 | X=0090.020-0106.660 | Y=0153.130-0162.450 | 213
P=1614 | X=0424.490-0441.130 | Y=0153.130-0162.450 | 350
P=1614 | X=0464.810-0481.450 | Y=0153.130-0162.450 | 250
P=1614 | X=0505.390-0522.030 | Y=0153.130-0162.450 | 210
P=1614 | X=0106.850-0338.400 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1614 | X=0106.850-0393.740 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1614 | X=0106.850-0167.970 | Y=0188.690-0199.930 | đến ≤1.000m.
P=1614 | X=0106.850-0330.020 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1614 | X=0106.850-0400.300 | Y=0223.990-0235.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1614 | X=0106.850-0381.830 | Y=0235.510-0246.750 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1614 | X=0106.850-0395.740 | Y=0247.030-0258.270 | 142 đoạn từ Đường Trương Công Định đến Hết ranh thửa đất số
P=1614 | X=0106.850-0395.830 | Y=0258.550-0269.790 | 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng là đường nhựa,
P=1614 | X=0090.020-0106.660 | Y=0266.430-0275.750 | 214
P=1614 | X=0424.490-0441.130 | Y=0266.430-0275.750 | 230
P=1614 | X=0464.810-0481.450 | Y=0266.430-0275.750 | 160
P=1614 | X=0505.390-0522.030 | Y=0266.430-0275.750 | 140
P=1614 | X=0106.850-0180.930 | Y=0270.070-0281.310 | bê tông xi măng:
P=1614 | X=0106.850-0392.640 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1614 | X=0106.850-0330.490 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1614 | X=0106.850-0392.110 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1614 | X=0106.850-0382.540 | Y=0334.420-0345.660 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1614 | X=0106.850-0398.470 | Y=0345.700-0356.940 | 394, tờ BĐĐC số 142 đoạn từ Đường Trương Công Định đến Hết
P=1614 | X=0106.850-0399.820 | Y=0357.220-0368.460 | ranh thửa đất số 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng
P=1614 | X=0090.020-0106.660 | Y=0365.100-0374.420 | 215
P=1614 | X=0424.490-0441.130 | Y=0365.100-0374.420 | 530
P=1614 | X=0464.810-0481.450 | Y=0365.100-0374.420 | 370
P=1614 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 320
P=1614 | X=0106.850-0253.180 | Y=0368.760-0380.000 | là đường nhựa, bê tông xi măng:
P=1614 | X=0106.850-0337.930 | Y=0386.280-0397.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1614 | X=0106.850-0384.020 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1614 | X=0106.850-0392.110 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1614 | X=0106.850-0382.540 | Y=0433.080-0444.320 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1614 | X=0106.850-0398.470 | Y=0444.600-0455.840 | 394, tờ BĐĐC số 142 đoạn từ Đường Trương Công Định đến Hết
P=1614 | X=0106.850-0399.820 | Y=0456.140-0467.380 | ranh thửa đất số 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng
P=1614 | X=0106.850-0253.180 | Y=0467.660-0478.900 | là đường nhựa, bê tông xi măng:
P=1614 | X=0090.020-0106.660 | Y=0478.420-0487.740 | 216
P=1614 | X=0424.490-0441.130 | Y=0478.420-0487.740 | 320
P=1614 | X=0464.810-0481.450 | Y=0478.420-0487.740 | 220
P=1614 | X=0505.390-0522.030 | Y=0478.420-0487.740 | 190
P=1614 | X=0106.850-0338.400 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1614 | X=0106.850-0393.740 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1614 | X=0106.850-0167.970 | Y=0513.980-0525.220 | đến ≤1.000m.
P=1614 | X=0106.850-0330.020 | Y=0531.500-0542.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1614 | X=0106.850-0392.110 | Y=0549.290-0560.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1614 | X=0106.850-0382.540 | Y=0560.810-0572.050 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1614 | X=0106.850-0398.470 | Y=0572.330-0583.570 | 394, tờ BĐĐC số 142 đoạn từ Đường Trương Công Định đến Hết
P=1614 | X=0106.850-0399.820 | Y=0583.850-0595.090 | ranh thửa đất số 450, tờ BĐĐC số 140 (xã Tân Phú) có hiện trạng
P=1614 | X=0090.020-0106.660 | Y=0591.730-0601.050 | 217
P=1614 | X=0424.490-0441.130 | Y=0591.730-0601.050 | 210
P=1614 | X=0464.810-0481.450 | Y=0591.730-0601.050 | 150
P=1614 | X=0505.390-0522.030 | Y=0591.730-0601.050 | 130
P=1614 | X=0106.850-0253.180 | Y=0595.370-0606.610 | là đường nhựa, bê tông xi măng:
P=1614 | X=0106.850-0392.640 | Y=0612.890-0624.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1614 | X=0106.850-0330.490 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1614 | X=0106.850-0220.230 | Y=0648.190-0659.430 | Đường từ đường Trương
P=1614 | X=0312.840-0391.510 | Y=0648.190-0659.430 | Hết ranh thửa đất
P=1614 | X=0224.470-0303.170 | Y=0653.950-0665.190 | Hết ranh thửa đất
P=1614 | X=0106.850-0213.270 | Y=0659.710-0670.950 | Công Định đến hết ranh
P=1614 | X=0312.840-0388.550 | Y=0659.710-0670.950 | số 394 tờ bản đồ
P=1614 | X=0224.470-0300.660 | Y=0665.470-0676.710 | số 450, tờ BĐĐC
P=1614 | X=0090.020-0106.660 | Y=0667.350-0676.670 | 218
P=1614 | X=0424.490-0441.130 | Y=0667.350-0676.670 | 880
P=1614 | X=0464.810-0481.450 | Y=0667.350-0676.670 | 620
P=1614 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 530
P=1614 | X=0106.850-0223.110 | Y=0671.230-0682.470 | thửa đất số 394, tờ BĐĐC
P=1614 | X=0312.840-0379.870 | Y=0673.110-0682.430 | số 142 (xã Tân
P=1614 | X=0224.470-0308.580 | Y=0678.630-0687.950 | số 142 xã Tân Phú
P=1614 | X=0106.850-0136.690 | Y=0684.390-0693.710 | số 142
P=1614 | X=0312.840-0333.960 | Y=0684.390-0693.710 | Phú)
P=1614 | X=0090.020-0400.300 | Y=0700.290-0711.530 | 219 Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1614 | X=0424.490-0441.130 | Y=0702.180-0711.500 | 470
P=1614 | X=0464.810-0481.450 | Y=0702.180-0711.500 | 330
P=1614 | X=0505.390-0522.030 | Y=0702.180-0711.500 | 280
P=1615 | X=0106.850-0381.830 | Y=0072.500-0083.740 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1615 | X=0106.850-0387.340 | Y=0084.020-0095.260 | 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC số 142 xã Tân
P=1615 | X=0106.850-0397.080 | Y=0095.540-0106.780 | Phú đến Hết ranh thửa đất số 394 tờ bản đồ số 142 (xã Tân Phú)
P=1615 | X=0106.850-0313.700 | Y=0107.060-0118.300 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0106.850-0337.930 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1615 | X=0106.850-0384.020 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1615 | X=0106.850-0400.300 | Y=0159.650-0170.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1615 | X=0106.850-0381.830 | Y=0171.170-0182.410 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1615 | X=0106.850-0387.310 | Y=0182.690-0193.930 | 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC số 142 xã Tân
P=1615 | X=0106.850-0397.080 | Y=0194.210-0205.450 | Phú đến Hết ranh thửa đất số 394 tờ bản đồ số 142 (xã Tân Phú)
P=1615 | X=0106.850-0313.700 | Y=0205.750-0216.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0090.020-0106.660 | Y=0216.750-0226.070 | 220
P=1615 | X=0424.490-0441.130 | Y=0216.750-0226.070 | 350
P=1615 | X=0464.810-0481.450 | Y=0216.750-0226.070 | 250
P=1615 | X=0505.390-0522.030 | Y=0216.750-0226.070 | 210
P=1615 | X=0106.850-0338.400 | Y=0223.270-0234.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1615 | X=0106.850-0393.740 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1615 | X=0106.850-0167.970 | Y=0252.310-0263.550 | đến ≤1.000m.
P=1615 | X=0106.850-0330.020 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1615 | X=0106.850-0400.300 | Y=0287.620-0298.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ đường
P=1615 | X=0106.850-0381.830 | Y=0299.140-0310.380 | Trương Công Định đến hết ranh thửa đất số 394, tờ BĐĐC số
P=1615 | X=0106.850-0387.310 | Y=0310.660-0321.900 | 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC số 142 xã Tân
P=1615 | X=0106.850-0397.080 | Y=0321.940-0333.180 | Phú đến Hết ranh thửa đất số 394 tờ bản đồ số 142 (xã Tân Phú)
P=1615 | X=0090.020-0106.660 | Y=0329.820-0339.140 | 221
P=1615 | X=0424.490-0441.130 | Y=0329.820-0339.140 | 230
P=1615 | X=0464.810-0481.450 | Y=0329.820-0339.140 | 160
P=1615 | X=0505.390-0522.030 | Y=0329.820-0339.140 | 140
P=1615 | X=0106.850-0313.700 | Y=0333.460-0344.700 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0106.850-0392.640 | Y=0350.980-0362.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1615 | X=0106.850-0330.490 | Y=0368.520-0379.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1615 | X=0106.850-0392.110 | Y=0386.280-0397.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1615 | X=0106.850-0382.540 | Y=0397.800-0409.040 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1615 | X=0106.850-0400.060 | Y=0409.320-0420.560 | 394, tờ BĐĐC số 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC
P=1615 | X=0106.850-0383.020 | Y=0420.840-0432.080 | số 142 xã Tân Phú đến Hết ranh thửa đất số 394 tờ bản đồ số
P=1615 | X=0090.020-0106.660 | Y=0428.720-0438.040 | 222
P=1615 | X=0424.490-0441.130 | Y=0428.720-0438.040 | 420
P=1615 | X=0464.810-0481.450 | Y=0428.720-0438.040 | 290
P=1615 | X=0505.390-0522.030 | Y=0428.720-0438.040 | 250
P=1615 | X=0106.850-0393.870 | Y=0432.360-0443.600 | 142 (xã Tân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0106.850-0337.930 | Y=0449.900-0461.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1615 | X=0106.850-0384.050 | Y=0467.420-0478.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1615 | X=0106.850-0392.110 | Y=0485.180-0496.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1615 | X=0106.850-0382.540 | Y=0496.460-0507.700 | Đường từ đường Trương Công Định đến hết ranh thửa đất số
P=1615 | X=0106.850-0400.060 | Y=0507.980-0519.220 | 394, tờ BĐĐC số 142 đoạn từ Hết ranh thửa đất số 450, tờ BĐĐC
P=1615 | X=0106.850-0383.020 | Y=0519.500-0530.740 | số 142 xã Tân Phú đến Hết ranh thửa đất số 394 tờ bản đồ số
P=1615 | X=0106.850-0393.870 | Y=0531.020-0542.260 | 142 (xã Tân Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1615 | X=0090.020-0106.660 | Y=0542.050-0551.370 | 223
P=1615 | X=0424.490-0441.130 | Y=0542.050-0551.370 | 320
P=1615 | X=0464.810-0481.450 | Y=0542.050-0551.370 | 220
P=1615 | X=0505.390-0522.030 | Y=0542.050-0551.370 | 190
P=1615 | X=0106.850-0338.400 | Y=0548.570-0559.810 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
