TABLE=028 | AREA=Xã Xuân Phú | SECTION=non-agricultural | SEGMENTS=1
P=1042 | X=0106.850-0134.850 | Y=0468.140-0479.380 | măng:
P=1042 | X=0090.020-0106.660 | Y=0476.020-0485.340 | 161
P=1042 | X=0402.140-0418.780 | Y=0476.020-0485.340 | 480
P=1042 | X=0438.410-0455.050 | Y=0476.020-0485.340 | 340
P=1042 | X=0505.630-0522.270 | Y=0476.020-0485.340 | 290
P=1042 | X=0106.850-0347.940 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1042 | X=0106.850-0148.990 | Y=0499.060-0508.380 | >1.000m.
P=1042 | X=0106.850-0330.490 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1042 | X=0309.720-0371.750 | Y=0534.100-0543.420 | Hết ranh thửa
P=1042 | X=0309.720-0371.560 | Y=0543.770-0555.010 | đất số 148, tờ
P=1042 | X=0309.720-0378.950 | Y=0555.290-0566.530 | BĐĐC số 59 về
P=1042 | X=0309.720-0378.300 | Y=0568.690-0578.010 | bên phải và hết
P=1042 | X=0106.850-0226.940 | Y=0572.570-0583.810 | Đường XP3 -ấp Bình Xuân
P=1042 | X=0309.720-0383.260 | Y=0578.330-0589.570 | ranh thửa đất số
P=1042 | X=0090.020-0106.660 | Y=0580.210-0589.530 | 162
P=1042 | X=0235.300-0278.340 | Y=0580.210-0589.530 | Quốc lộ 1
P=1042 | X=0393.980-0419.030 | Y=0580.210-0589.530 | 1.600
P=1042 | X=0430.250-0455.300 | Y=0580.210-0589.530 | 1.100
P=1042 | X=0505.630-0522.270 | Y=0580.210-0589.530 | 960
P=1042 | X=0106.850-0112.450 | Y=0585.970-0595.290 | 2
P=1042 | X=0309.720-0372.680 | Y=0589.850-0601.090 | 149, tờ BĐĐC
P=1042 | X=0309.720-0367.160 | Y=0603.250-0612.570 | số 59 về bên
P=1042 | X=0309.720-0365.940 | Y=0614.770-0624.090 | trái, xã Xuân
P=1042 | X=0309.720-0327.560 | Y=0626.310-0635.630 | Phú
P=1042 | X=0106.850-0382.940 | Y=0642.190-0653.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -
P=1042 | X=0106.850-0372.700 | Y=0653.710-0664.950 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1042 | X=0106.850-0379.750 | Y=0665.230-0676.470 | 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 149,
P=1042 | X=0090.020-0358.050 | Y=0675.750-0687.750 | 163 tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1042 | X=0393.980-0419.030 | Y=0675.750-0685.070 | 1.400
P=1042 | X=0438.410-0455.050 | Y=0675.750-0685.070 | 980
P=1042 | X=0505.630-0522.270 | Y=0675.750-0685.070 | 840
P=1042 | X=0106.850-0242.600 | Y=0688.030-0699.270 | đường nhựa, bê tông xi măng:
P=1042 | X=0106.850-0337.940 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1043 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1043 | X=0106.850-0382.940 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -
P=1043 | X=0106.850-0372.700 | Y=0107.780-0119.020 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1043 | X=0106.850-0379.750 | Y=0119.330-0130.570 | 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 149,
P=1043 | X=0106.850-0358.050 | Y=0130.850-0142.090 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1043 | X=0106.850-0242.600 | Y=0142.370-0153.610 | đường nhựa, bê tông xi măng:
P=1043 | X=0090.020-0106.660 | Y=0153.130-0162.450 | 164
P=1043 | X=0393.980-0419.030 | Y=0153.130-0162.450 | 1.200
P=1043 | X=0438.410-0455.050 | Y=0153.130-0162.450 | 840
P=1043 | X=0505.630-0522.270 | Y=0153.130-0162.450 | 720
P=1043 | X=0106.850-0338.400 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1043 | X=0106.850-0360.140 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1043 | X=0106.850-0201.800 | Y=0188.690-0199.930 | >500m đến ≤1.000m.
P=1043 | X=0106.850-0330.030 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1043 | X=0106.850-0382.940 | Y=0223.990-0235.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP3 -
P=1043 | X=0106.850-0372.700 | Y=0235.510-0246.750 | ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1043 | X=0106.850-0379.750 | Y=0247.030-0258.270 | 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 149,
P=1043 | X=0106.850-0358.050 | Y=0258.550-0269.790 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1043 | X=0090.020-0242.600 | Y=0270.070-0281.510 | 165 đường nhựa, bê tông xi măng:
P=1043 | X=0402.140-0418.780 | Y=0272.190-0281.510 | 960
P=1043 | X=0438.410-0455.050 | Y=0272.190-0281.510 | 670
P=1043 | X=0505.630-0522.270 | Y=0272.190-0281.510 | 580
P=1043 | X=0106.850-0347.940 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1043 | X=0106.850-0148.990 | Y=0301.020-0310.340 | >1.000m.
P=1043 | X=0106.850-0330.490 | Y=0316.660-0327.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1043 | X=0106.850-0380.360 | Y=0334.420-0345.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1043 | X=0106.850-0367.500 | Y=0345.700-0356.940 | ra Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=1043 | X=0106.850-0380.380 | Y=0357.220-0368.460 | ranh thửa đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh
P=1043 | X=0106.850-0375.990 | Y=0368.760-0380.000 | thửa đất số 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có
P=1043 | X=0090.020-0106.660 | Y=0376.640-0385.960 | 166
P=1043 | X=0393.980-0419.030 | Y=0376.640-0385.960 | 1.300
P=1043 | X=0438.410-0455.050 | Y=0376.640-0385.960 | 910
P=1043 | X=0505.630-0522.270 | Y=0376.640-0385.960 | 780
P=1043 | X=0106.850-0300.460 | Y=0380.280-0391.520 | hiện trạng là đường nhựa, bê tông xi măng:
P=1043 | X=0106.850-0337.930 | Y=0397.800-0409.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1043 | X=0106.850-0384.020 | Y=0415.320-0426.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1043 | X=0106.850-0380.360 | Y=0433.080-0444.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1043 | X=0106.850-0367.500 | Y=0444.600-0455.840 | ra Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=1043 | X=0106.850-0380.380 | Y=0456.140-0467.380 | ranh thửa đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh
P=1043 | X=0106.850-0375.990 | Y=0467.660-0478.900 | thửa đất số 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có
P=1043 | X=0106.850-0300.460 | Y=0479.180-0490.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=1043 | X=0090.020-0106.660 | Y=0489.940-0499.260 | 167
P=1043 | X=0393.980-0419.030 | Y=0489.940-0499.260 | 1.100
P=1043 | X=0438.410-0455.050 | Y=0489.940-0499.260 | 770
P=1043 | X=0505.630-0522.270 | Y=0489.940-0499.260 | 660
P=1043 | X=0106.850-0338.400 | Y=0496.460-0507.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1043 | X=0106.850-0360.140 | Y=0513.980-0525.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1043 | X=0106.850-0201.800 | Y=0525.500-0536.740 | >500m đến ≤1.000m.
P=1043 | X=0106.850-0330.020 | Y=0543.050-0554.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1043 | X=0106.850-0380.360 | Y=0560.810-0572.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1043 | X=0106.850-0367.500 | Y=0572.330-0583.570 | ra Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=1043 | X=0106.850-0380.380 | Y=0583.850-0595.090 | ranh thửa đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh
P=1043 | X=0106.850-0375.990 | Y=0595.370-0606.610 | thửa đất số 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có
P=1043 | X=0090.020-0300.460 | Y=0606.890-0618.330 | 168 hiện trạng là đường nhựa, bê tông xi măng:
P=1043 | X=0402.140-0418.780 | Y=0609.010-0618.330 | 860
P=1043 | X=0438.410-0455.050 | Y=0609.010-0618.330 | 600
P=1043 | X=0505.630-0522.270 | Y=0609.010-0618.330 | 520
P=1043 | X=0106.850-0347.940 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1043 | X=0106.850-0148.990 | Y=0637.830-0647.150 | >1.000m.
P=1043 | X=0106.850-0330.490 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1043 | X=0309.720-0371.750 | Y=0673.110-0682.430 | Hết ranh thửa
P=1043 | X=0106.850-0228.630 | Y=0682.510-0693.750 | Đường XP5 nối dài -đường
P=1043 | X=0309.720-0371.560 | Y=0682.510-0693.750 | đất số 155, tờ
P=1043 | X=0090.020-0106.660 | Y=0690.150-0699.470 | 169
P=1043 | X=0235.300-0278.340 | Y=0690.150-0699.470 | Quốc lộ 1
P=1043 | X=0393.980-0419.030 | Y=0690.150-0699.470 | 1.600
P=1043 | X=0430.250-0455.300 | Y=0690.150-0699.470 | 1.100
P=1043 | X=0505.630-0522.270 | Y=0690.150-0699.470 | 960
P=1043 | X=0106.850-0223.590 | Y=0694.030-0705.270 | vào trụ sở ấp Bình Xuân 2
P=1043 | X=0309.720-0378.950 | Y=0694.030-0705.270 | BĐĐC số 59 về
P=1043 | X=0309.720-0378.300 | Y=0707.460-0716.780 | bên phải và hết
P=1044 | X=0309.720-0383.260 | Y=0072.500-0083.740 | ranh thửa đất số
P=1044 | X=0309.720-0372.680 | Y=0084.020-0095.260 | 158, tờ BĐĐC
P=1044 | X=0309.720-0367.160 | Y=0097.420-0106.740 | số 59 về bên
P=1044 | X=0309.720-0365.940 | Y=0108.940-0118.260 | trái, xã Xuân
P=1044 | X=0309.720-0327.560 | Y=0120.490-0129.810 | Phú
P=1044 | X=0106.850-0376.770 | Y=0136.370-0147.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5
P=1044 | X=0106.850-0374.860 | Y=0147.650-0158.890 | nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1
P=1044 | X=0106.850-0378.930 | Y=0159.170-0170.410 | đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và
P=1044 | X=0106.850-0381.320 | Y=0170.690-0181.930 | hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân
P=1044 | X=0090.020-0106.660 | Y=0178.570-0187.890 | 170
P=1044 | X=0393.980-0419.030 | Y=0178.570-0187.890 | 1.400
P=1044 | X=0438.410-0455.050 | Y=0178.570-0187.890 | 980
P=1044 | X=0505.630-0522.270 | Y=0178.570-0187.890 | 840
P=1044 | X=0106.850-0334.330 | Y=0182.210-0193.450 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1044 | X=0106.850-0337.930 | Y=0199.750-0210.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1044 | X=0106.850-0384.020 | Y=0217.270-0228.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1044 | X=0106.850-0376.770 | Y=0235.030-0246.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5
P=1044 | X=0106.850-0374.860 | Y=0246.550-0257.790 | nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1
P=1044 | X=0106.850-0378.930 | Y=0258.070-0269.310 | đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và
P=1044 | X=0106.850-0381.320 | Y=0269.590-0280.830 | hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân
P=1044 | X=0106.850-0334.330 | Y=0281.110-0292.350 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1044 | X=0090.020-0106.660 | Y=0291.900-0301.220 | 171
P=1044 | X=0393.980-0419.030 | Y=0291.900-0301.220 | 1.200
P=1044 | X=0438.410-0455.050 | Y=0291.900-0301.220 | 840
P=1044 | X=0505.630-0522.270 | Y=0291.900-0301.220 | 720
P=1044 | X=0106.850-0338.400 | Y=0298.660-0309.900 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1044 | X=0106.850-0360.140 | Y=0315.940-0327.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1044 | X=0106.850-0201.800 | Y=0327.460-0338.700 | >500m đến ≤1.000m.
P=1044 | X=0106.850-0330.020 | Y=0344.980-0356.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1044 | X=0106.850-0376.770 | Y=0362.740-0373.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5
P=1044 | X=0106.850-0374.860 | Y=0374.280-0385.520 | nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1
P=1044 | X=0106.850-0378.930 | Y=0385.800-0397.040 | đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và
P=1044 | X=0106.850-0381.320 | Y=0397.320-0408.560 | hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân
P=1044 | X=0090.020-0334.330 | Y=0408.840-0420.280 | 172 Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1044 | X=0402.140-0418.780 | Y=0410.960-0420.280 | 960
P=1044 | X=0438.410-0455.050 | Y=0410.960-0420.280 | 670
P=1044 | X=0505.630-0522.270 | Y=0410.960-0420.280 | 580
P=1044 | X=0106.850-0347.940 | Y=0426.360-0437.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1044 | X=0106.850-0148.990 | Y=0439.760-0449.080 | >1.000m.
P=1044 | X=0106.850-0330.490 | Y=0455.420-0466.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1044 | X=0106.850-0380.360 | Y=0473.180-0484.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1044 | X=0106.850-0359.690 | Y=0484.460-0495.700 | ra Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2
P=1044 | X=0106.850-0379.670 | Y=0495.980-0507.220 | đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số
P=1044 | X=0106.850-0371.500 | Y=0507.500-0518.740 | 59 về bên phải và hết ranh thửa đất số 158, tờ BĐĐC số 59
P=1044 | X=0090.020-0363.100 | Y=0519.020-0530.460 | 173 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê
P=1044 | X=0393.980-0419.030 | Y=0521.140-0530.460 | 1.300
P=1044 | X=0438.410-0455.050 | Y=0521.140-0530.460 | 910
P=1044 | X=0505.630-0522.270 | Y=0521.140-0530.460 | 780
P=1044 | X=0106.850-0167.010 | Y=0530.540-0541.780 | tông xi măng:
P=1044 | X=0106.850-0337.930 | Y=0548.090-0559.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1044 | X=0106.850-0384.060 | Y=0565.610-0576.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1044 | X=0106.850-0380.360 | Y=0583.370-0594.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1044 | X=0106.850-0359.690 | Y=0594.890-0606.130 | ra Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2
P=1044 | X=0106.850-0379.670 | Y=0606.410-0617.650 | đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số
P=1044 | X=0106.850-0371.500 | Y=0617.950-0629.190 | 59 về bên phải và hết ranh thửa đất số 158, tờ BĐĐC số 59
P=1044 | X=0106.850-0363.100 | Y=0629.470-0640.710 | về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê
P=1044 | X=0090.020-0167.010 | Y=0640.750-0655.310 | 174 tông xi măng:
P=1044 | X=0393.980-0419.030 | Y=0645.990-0655.310 | 1.100
P=1044 | X=0438.410-0455.050 | Y=0645.990-0655.310 | 770
P=1044 | X=0505.630-0522.270 | Y=0645.990-0655.310 | 660
P=1044 | X=0106.850-0338.400 | Y=0658.270-0669.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1044 | X=0106.850-0360.140 | Y=0675.790-0687.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1044 | X=0106.850-0201.800 | Y=0687.310-0698.550 | >500m đến ≤1.000m.
P=1044 | X=0106.850-0330.020 | Y=0704.850-0716.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1045 | X=0106.850-0380.360 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1045 | X=0106.850-0359.690 | Y=0090.020-0101.260 | ra Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2
P=1045 | X=0106.850-0379.670 | Y=0101.540-0112.780 | đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số
P=1045 | X=0106.850-0371.500 | Y=0113.060-0124.300 | 59 về bên phải và hết ranh thửa đất số 158, tờ BĐĐC số 59
P=1045 | X=0106.850-0363.100 | Y=0124.610-0135.850 | về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê
P=1045 | X=0090.020-0106.660 | Y=0132.490-0141.810 | 175
P=1045 | X=0402.140-0418.780 | Y=0132.490-0141.810 | 860
P=1045 | X=0438.410-0455.050 | Y=0132.490-0141.810 | 600
P=1045 | X=0505.630-0522.270 | Y=0132.490-0141.810 | 520
P=1045 | X=0106.850-0167.010 | Y=0136.130-0147.370 | tông xi măng:
P=1045 | X=0106.850-0347.940 | Y=0153.410-0164.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1045 | X=0106.850-0148.990 | Y=0166.810-0176.130 | >1.000m.
P=1045 | X=0106.850-0330.490 | Y=0182.450-0193.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1045 | X=0309.720-0371.750 | Y=0202.110-0211.430 | Hết ranh thửa
P=1045 | X=0309.720-0371.560 | Y=0211.750-0222.990 | đất số 294, tờ
P=1045 | X=0309.720-0378.950 | Y=0223.270-0234.510 | BĐĐC số 59 về
P=1045 | X=0309.720-0378.300 | Y=0236.670-0245.990 | bên phải và hết
P=1045 | X=0090.020-0278.340 | Y=0246.310-0257.550 | 176 Đường XP7, ấp Bình Xuân 1 Quốc lộ 1
P=1045 | X=0309.720-0383.260 | Y=0246.310-0257.550 | ranh thửa đất số
P=1045 | X=0393.980-0419.030 | Y=0248.190-0257.510 | 1.600
P=1045 | X=0430.250-0455.300 | Y=0248.190-0257.510 | 1.100
P=1045 | X=0505.630-0522.270 | Y=0248.190-0257.510 | 960
P=1045 | X=0309.720-0372.680 | Y=0257.830-0269.070 | 161, tờ BĐĐC
P=1045 | X=0309.720-0367.160 | Y=0271.230-0280.550 | số 59 về bên
P=1045 | X=0309.720-0365.940 | Y=0282.750-0292.070 | trái, xã Xuân
P=1045 | X=0309.720-0327.560 | Y=0294.300-0303.620 | Phú
P=1045 | X=0106.850-0379.480 | Y=0309.940-0321.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP7,
P=1045 | X=0106.850-0372.700 | Y=0321.460-0332.700 | ấp Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1045 | X=0106.850-0379.750 | Y=0332.980-0344.220 | 294, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 161,
P=1045 | X=0106.850-0358.050 | Y=0344.500-0355.740 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1045 | X=0090.020-0106.660 | Y=0352.380-0361.700 | 177
P=1045 | X=0393.980-0419.030 | Y=0352.380-0361.700 | 1.400
P=1045 | X=0438.410-0455.050 | Y=0352.380-0361.700 | 980
P=1045 | X=0505.630-0522.270 | Y=0352.380-0361.700 | 840
P=1045 | X=0106.850-0242.600 | Y=0356.020-0367.260 | đường nhựa, bê tông xi măng:
P=1045 | X=0106.850-0337.930 | Y=0373.560-0384.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1045 | X=0106.850-0384.020 | Y=0391.080-0402.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1045 | X=0106.850-0379.480 | Y=0408.840-0420.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP7,
P=1045 | X=0106.850-0372.700 | Y=0420.360-0431.600 | ấp Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số
P=1045 | X=0106.850-0379.750 | Y=0431.880-0443.120 | 294, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số 161,
P=1045 | X=0106.850-0358.050 | Y=0443.400-0454.640 | tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=1045 | X=0106.850-0242.600 | Y=0454.940-0466.180 | đường nhựa, bê tông xi măng:
P=1045 | X=0090.020-0106.660 | Y=0465.700-0475.020 | 178
P=1045 | X=0393.980-0419.030 | Y=0465.700-0475.020 | 1.200
P=1045 | X=0438.410-0455.050 | Y=0465.700-0475.020 | 840
P=1045 | X=0505.630-0522.270 | Y=0465.700-0475.020 | 720
P=1045 | X=0106.850-0338.400 | Y=0472.220-0483.460 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1045 | X=0106.850-0360.140 | Y=0489.740-0500.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
