TABLE=081 | AREA=Xã Bù Đăng | SECTION=agricultural | SEGMENTS=1
--- PAGES=2081-2089 | LINES=1098 | HEADING=81. Xã Bù Đăng ---
P=2081 | X=0090.020-0162.870 | Y=0325.060-0336.300 | 81. Xã Bù Đăng
P=2081 | X=0279.940-0340.600 | Y=0343.060-0354.300 | Đoạn đường
P=2081 | X=0411.980-0490.080 | Y=0344.940-0354.260 | Giá Giá Giá
P=2081 | X=0501.310-0517.700 | Y=0350.700-0360.020 | Giá
P=2081 | X=0412.700-0427.850 | Y=0354.580-0365.820 | đất
P=2081 | X=0443.450-0458.570 | Y=0354.580-0365.820 | đất
P=2081 | X=0474.170-0489.310 | Y=0354.580-0365.820 | đất
P=2081 | X=0502.030-0517.150 | Y=0360.340-0371.580 | đất
P=2081 | X=0407.420-0492.550 | Y=0368.000-0377.320 | trồng trồng nuôi
P=2081 | X=0092.180-0214.480 | Y=0371.880-0383.120 | TT Tên đường giao thông
P=2081 | X=0497.710-0521.150 | Y=0373.760-0383.080 | rừng
P=2081 | X=0411.980-0494.490 | Y=0379.520-0388.840 | cây cây trồng
P=2081 | X=0243.460-0288.740 | Y=0380.760-0392.000 | Điểm đầu
P=2081 | X=0336.840-0384.780 | Y=0380.760-0392.000 | Điểm cuối
P=2081 | X=0500.830-0518.030 | Y=0385.280-0394.600 | sản
P=2081 | X=0412.940-0492.510 | Y=0391.040-0400.360 | lâu hàng thủy
P=2081 | X=0499.150-0519.790 | Y=0396.800-0406.120 | xuất
P=2081 | X=0409.820-0490.430 | Y=0400.680-0411.920 | năm năm sản
P=2081 | X=0316.920-0404.140 | Y=0418.920-0430.160 | Ngã ba Vườn chuối
P=2081 | X=0095.570-0190.230 | Y=0424.680-0435.920 | 1 Đường Quốc lộ 14
P=2081 | X=0215.350-0294.420 | Y=0424.680-0435.920 | Ranh xã Thọ Sơn
P=2081 | X=0418.460-0435.100 | Y=0426.560-0435.880 | 182
P=2081 | X=0449.690-0466.330 | Y=0426.560-0435.880 | 146
P=2081 | X=0479.690-0496.330 | Y=0426.560-0435.880 | 116
P=2081 | X=0511.150-0522.270 | Y=0426.560-0435.880 | 32
P=2081 | X=0316.920-0369.320 | Y=0430.200-0441.440 | đi Đồng Nai
P=2081 | X=0215.350-0389.480 | Y=0448.200-0459.440 | Ngã ba Vườn chuối đi Ngã ba Nhà văn
P=2081 | X=0095.570-0190.230 | Y=0453.980-0465.220 | 2 Đường Quốc lộ 14
P=2081 | X=0418.460-0435.100 | Y=0455.860-0465.180 | 182
P=2081 | X=0449.690-0466.330 | Y=0455.860-0465.180 | 146
P=2081 | X=0479.690-0496.330 | Y=0455.860-0465.180 | 116
P=2081 | X=0511.150-0522.270 | Y=0455.860-0465.180 | 32
P=2081 | X=0215.350-0256.980 | Y=0459.740-0470.980 | Đồng Nai
P=2081 | X=0316.920-0364.280 | Y=0461.620-0470.940 | hóa thôn 2
P=2081 | X=0215.350-0391.580 | Y=0477.740-0488.980 | Ngã ba Nhà văn hóa Ranh Đoàn Kết -
P=2081 | X=0095.570-0190.230 | Y=0483.500-0494.740 | 3 Đường Quốc lộ 14
P=2081 | X=0418.460-0435.100 | Y=0485.380-0494.700 | 182
P=2081 | X=0449.690-0466.330 | Y=0485.380-0494.700 | 146
P=2081 | X=0479.690-0496.330 | Y=0485.380-0494.700 | 116
P=2081 | X=0511.150-0522.270 | Y=0485.380-0494.700 | 32
P=2081 | X=0316.920-0387.710 | Y=0489.260-0500.500 | Đức Phong (cũ)
P=2081 | X=0215.350-0243.270 | Y=0491.140-0500.460 | thôn 2
P=2081 | X=0316.920-0402.220 | Y=0509.140-0518.460 | Phía Bắc: Hết thửa
P=2081 | X=0316.920-0392.620 | Y=0518.780-0530.020 | đất số 90, tờ bản
P=2081 | X=0215.350-0349.640 | Y=0530.300-0544.690 | Ranh Đoàn Kết - Đức đồ số 3
P=2081 | X=0095.570-0190.230 | Y=0539.210-0550.450 | 4 Đường Quốc lộ 14
P=2081 | X=0418.460-0435.100 | Y=0541.090-0550.410 | 350
P=2081 | X=0449.690-0466.330 | Y=0541.090-0550.410 | 280
P=2081 | X=0479.690-0496.330 | Y=0541.090-0550.410 | 196
P=2081 | X=0511.150-0522.270 | Y=0541.090-0550.410 | 32
P=2081 | X=0215.350-0264.310 | Y=0544.970-0556.210 | Phong (cũ)
P=2081 | X=0316.920-0382.620 | Y=0549.730-0559.050 | Phía Nam: Hết
P=2081 | X=0316.920-0402.040 | Y=0559.370-0570.610 | thửa đất số 133, tờ
P=2081 | X=0316.920-0369.100 | Y=0570.890-0582.130 | bản đồ số 3
P=2081 | X=0316.920-0395.480 | Y=0590.770-0600.090 | Phía Bắc: Ngã ba
P=2081 | X=0215.350-0401.340 | Y=0597.290-0611.650 | Phía Bắc: Từ thửa đất nhà ông Năng (Hết
P=2081 | X=0215.350-0396.510 | Y=0608.810-0623.170 | số 91, tờ bản đồ số 3 thửa đất số 38, tờ
P=2081 | X=0095.570-0190.230 | Y=0623.470-0634.710 | 5 Đường Quốc lộ 14
P=2081 | X=0215.350-0395.960 | Y=0623.470-0637.550 | Phía Nam: Từ thửa bản đồ số 9) Phía
P=2081 | X=0418.460-0435.100 | Y=0625.350-0634.670 | 350
P=2081 | X=0449.690-0466.330 | Y=0625.350-0634.670 | 280
P=2081 | X=0479.690-0496.330 | Y=0625.350-0634.670 | 196
P=2081 | X=0511.150-0522.270 | Y=0625.350-0634.670 | 32
P=2081 | X=0215.350-0399.430 | Y=0634.750-0649.110 | đất số 21, tờ bản đồ Nam: Hết thửa đất
P=2081 | X=0316.920-0403.180 | Y=0646.270-0657.510 | số 55, tờ bản đồ số
P=2081 | X=0215.350-0234.180 | Y=0651.270-0660.590 | số 9
P=2081 | X=0316.920-0322.520 | Y=0659.670-0668.990 | 9
P=2081 | X=0215.350-0395.020 | Y=0675.790-0687.030 | Phía Bắc: Từ Ngã ba Phía Bắc: Đường
P=2081 | X=0095.570-0190.230 | Y=0687.310-0698.550 | 6 Đường Quốc lộ 14
P=2081 | X=0215.350-0293.880 | Y=0687.310-0698.550 | nhà ông Năng (từ
P=2081 | X=0316.920-0393.820 | Y=0689.190-0698.510 | bê tông vào Miếu
P=2081 | X=0418.460-0435.100 | Y=0689.190-0698.510 | 350
P=2081 | X=0449.690-0466.330 | Y=0689.190-0698.510 | 280
P=2081 | X=0479.690-0496.330 | Y=0689.190-0698.510 | 196
P=2081 | X=0511.150-0522.270 | Y=0689.190-0698.510 | 32
P=2081 | X=0215.350-0404.230 | Y=0698.830-0710.070 | thửa đất số 27, tờ bản (hết thửa đất số 27,
P=2082 | X=0215.350-0256.900 | Y=0072.740-0083.980 | đồ số 37)
P=2082 | X=0316.920-0390.140 | Y=0072.740-0083.980 | tờ bản đồ số 43)
P=2082 | X=0316.920-0398.870 | Y=0084.260-0095.500 | Phía Nam: Đường
P=2082 | X=0215.350-0301.880 | Y=0092.140-0101.460 | Phía Nam: Từ thửa
P=2082 | X=0316.920-0402.940 | Y=0095.780-0107.020 | Điểu Ong (hết thửa
P=2082 | X=0215.350-0305.010 | Y=0101.780-0113.020 | đất số 66, tờ bản đồ
P=2082 | X=0316.920-0392.620 | Y=0107.300-0118.540 | đất số 49, tờ bản
P=2082 | X=0215.350-0234.180 | Y=0115.180-0124.500 | số 9
P=2082 | X=0316.920-0358.440 | Y=0118.850-0130.090 | đồ số 43)
P=2082 | X=0215.350-0307.150 | Y=0136.850-0148.090 | Phía Bắc: Đường bê
P=2082 | X=0215.350-0294.130 | Y=0150.250-0159.570 | tông vào Miếu (từ
P=2082 | X=0215.350-0314.360 | Y=0159.650-0170.890 | thửa đất số 12, tờ bản
P=2082 | X=0215.350-0256.900 | Y=0171.170-0182.410 | đồ số 43)
P=2082 | X=0095.570-0190.230 | Y=0180.050-0191.290 | 7 Đường Quốc lộ 14
P=2082 | X=0316.920-0377.000 | Y=0180.050-0191.290 | Cầu Bù Đăng
P=2082 | X=0418.460-0435.100 | Y=0181.930-0191.250 | 350
P=2082 | X=0449.690-0466.330 | Y=0181.930-0191.250 | 280
P=2082 | X=0479.690-0496.330 | Y=0181.930-0191.250 | 196
P=2082 | X=0511.150-0522.270 | Y=0181.930-0191.250 | 32
P=2082 | X=0215.350-0297.310 | Y=0188.690-0199.930 | Phía Nam: Đường
P=2082 | X=0215.350-0313.490 | Y=0200.230-0211.470 | Điểu Ong (từ thửa đất
P=2082 | X=0215.350-0301.640 | Y=0211.750-0222.990 | số 52, tờ bản đồ số
P=2082 | X=0215.350-0229.750 | Y=0225.150-0234.470 | 43)
P=2082 | X=0316.920-0395.020 | Y=0241.270-0252.510 | Phía Bắc: Đường
P=2082 | X=0316.920-0384.920 | Y=0252.790-0264.030 | Đoàn Đức Thái
P=2082 | X=0316.920-0385.380 | Y=0272.190-0281.510 | Phía Nam: Nhà
P=2082 | X=0095.570-0190.230 | Y=0272.950-0284.190 | 8 Đường Quốc lộ 14
P=2082 | X=0215.350-0275.460 | Y=0272.950-0284.190 | Cầu Bù Đăng
P=2082 | X=0418.460-0435.100 | Y=0274.830-0284.150 | 350
P=2082 | X=0449.690-0466.330 | Y=0274.830-0284.150 | 280
P=2082 | X=0479.690-0496.330 | Y=0274.830-0284.150 | 196
P=2082 | X=0511.150-0522.270 | Y=0274.830-0284.150 | 32
P=2082 | X=0316.920-0397.020 | Y=0281.860-0293.100 | Thờ Bù Đăng (hết
P=2082 | X=0316.920-0396.510 | Y=0293.380-0304.620 | thửa đất số 62, tờ
P=2082 | X=0316.920-0372.380 | Y=0304.900-0316.140 | bản đồ số 8)
P=2082 | X=0215.350-0293.460 | Y=0322.900-0334.140 | Phía Bắc: Đường
P=2082 | X=0215.350-0283.360 | Y=0334.180-0345.420 | Đoàn Đức Thái
P=2082 | X=0095.570-0190.230 | Y=0348.820-0360.060 | 9 Đường Quốc lộ 14
P=2082 | X=0215.350-0404.370 | Y=0348.820-0362.900 | Phía Nam: Nhà Thờ Đường 14 tháng 12
P=2082 | X=0418.460-0435.100 | Y=0350.700-0360.020 | 350
P=2082 | X=0449.690-0466.330 | Y=0350.700-0360.020 | 280
P=2082 | X=0479.690-0496.330 | Y=0350.700-0360.020 | 196
P=2082 | X=0511.150-0522.270 | Y=0350.700-0360.020 | 32
P=2082 | X=0215.350-0310.130 | Y=0363.220-0374.460 | Bù Đăng (từ thửa đất
P=2082 | X=0215.350-0313.320 | Y=0374.760-0386.000 | số 76, tờ bản đồ số 8)
P=2082 | X=0316.920-0395.990 | Y=0392.760-0404.000 | Ngã tư Đường Lê
P=2082 | X=0092.900-0190.230 | Y=0398.520-0409.760 | 10 Đường Quốc lộ 14
P=2082 | X=0215.350-0302.830 | Y=0398.520-0409.760 | Đường 14 tháng 12
P=2082 | X=0418.460-0435.100 | Y=0400.400-0409.720 | 350
P=2082 | X=0449.690-0466.330 | Y=0400.400-0409.720 | 280
P=2082 | X=0479.690-0496.330 | Y=0400.400-0409.720 | 196
P=2082 | X=0511.150-0522.270 | Y=0400.400-0409.720 | 32
P=2082 | X=0316.920-0356.600 | Y=0404.280-0415.520 | Quý Đôn
P=2082 | X=0316.920-0395.020 | Y=0422.280-0433.520 | Phía Bắc: Đường
P=2082 | X=0316.920-0392.850 | Y=0435.680-0445.000 | Nguyễn Thị Minh
P=2082 | X=0215.350-0336.920 | Y=0442.680-0456.520 | Ngã tư Đường Lê Quý Khai
P=2082 | X=0092.900-0190.230 | Y=0448.200-0459.440 | 11 Đường Quốc lộ 14
P=2082 | X=0418.460-0435.100 | Y=0450.080-0459.400 | 350
P=2082 | X=0449.690-0466.330 | Y=0450.080-0459.400 | 280
P=2082 | X=0479.690-0496.330 | Y=0450.080-0459.400 | 196
P=2082 | X=0511.150-0522.270 | Y=0450.080-0459.400 | 32
P=2082 | X=0215.350-0233.680 | Y=0453.980-0465.220 | Đôn
P=2082 | X=0316.920-0398.870 | Y=0462.860-0474.100 | Phía Nam: Đường
P=2082 | X=0316.920-0386.370 | Y=0476.260-0485.580 | Lê Hồng Phong
P=2082 | X=0316.920-0389.950 | Y=0492.380-0503.620 | Phía Bắc: Nghĩa
P=2082 | X=0316.920-0399.350 | Y=0503.900-0515.140 | trang Liệt sĩ huyện
P=2082 | X=0215.350-0293.460 | Y=0506.540-0517.780 | Phía Bắc: Đường
P=2082 | X=0215.350-0399.530 | Y=0515.420-0529.260 | Nguyễn Thị Minh Khai Bù Đăng (cũ) Phía
P=2082 | X=0092.900-0190.230 | Y=0526.940-0538.180 | 12 Đường Quốc lộ 14
P=2082 | X=0316.920-0387.100 | Y=0526.940-0538.180 | Nam: Đường ra
P=2082 | X=0418.460-0435.100 | Y=0528.820-0538.140 | 350
P=2082 | X=0449.690-0466.330 | Y=0528.820-0538.140 | 280
P=2082 | X=0479.690-0496.330 | Y=0528.820-0538.140 | 196
P=2082 | X=0511.150-0522.270 | Y=0528.820-0538.140 | 32
P=2082 | X=0215.350-0403.900 | Y=0535.610-0549.490 | Phía Nam: Đường Lê huyện đội (hết thửa
P=2082 | X=0215.350-0270.910 | Y=0549.010-0558.330 | Hồng Phong
P=2082 | X=0316.920-0401.030 | Y=0549.770-0561.010 | đất số 2, tờ bản đồ
P=2082 | X=0316.920-0344.520 | Y=0563.170-0572.490 | số 51)
P=2082 | X=0215.350-0313.860 | Y=0579.290-0590.530 | Phía Bắc: Nghĩa trang
P=2082 | X=0215.350-0313.850 | Y=0590.810-0602.050 | Liệt sĩ huyện Bù Đăng
P=2082 | X=0215.350-0232.630 | Y=0602.330-0613.570 | (cũ)
P=2082 | X=0316.920-0390.220 | Y=0607.330-0616.650 | Cổng ngang khu
P=2082 | X=0092.900-0190.230 | Y=0616.750-0627.990 | 13 Đường Quốc lộ 14
P=2082 | X=0215.350-0386.630 | Y=0616.750-0631.110 | Phía Nam: Đường ra Đức Thiện (nhà
P=2082 | X=0418.460-0435.100 | Y=0618.630-0627.950 | 350
P=2082 | X=0449.690-0466.330 | Y=0618.630-0627.950 | 280
P=2082 | X=0479.690-0496.330 | Y=0618.630-0627.950 | 196
P=2082 | X=0511.150-0522.270 | Y=0618.630-0627.950 | 32
P=2082 | X=0215.350-0381.520 | Y=0630.150-0642.630 | huyện đội (từ thửa đất Thành - Dung)
P=2082 | X=0215.350-0301.640 | Y=0642.910-0654.150 | số 60, tờ bản đồ số
P=2082 | X=0215.350-0229.750 | Y=0656.310-0665.630 | 51)
P=2082 | X=0215.350-0395.020 | Y=0672.430-0683.670 | Cổng ngang khu Đức Phía Bắc: Đường
P=2082 | X=0092.900-0190.230 | Y=0683.950-0695.190 | 14 Đường Quốc lộ 14
P=2082 | X=0316.920-0401.510 | Y=0683.950-0695.190 | vào hội trường khu
P=2082 | X=0215.350-0300.600 | Y=0685.830-0695.150 | Thiện (nhà Thành -
P=2082 | X=0418.460-0435.100 | Y=0685.830-0695.150 | 350
P=2082 | X=0449.690-0466.330 | Y=0685.830-0695.150 | 280
P=2082 | X=0479.690-0496.330 | Y=0685.830-0695.150 | 196
P=2082 | X=0511.150-0522.270 | Y=0685.830-0695.150 | 32
P=2082 | X=0316.920-0363.820 | Y=0695.470-0706.710 | Đức Thiện
P=2082 | X=0215.350-0242.490 | Y=0697.350-0706.670 | Dung)
P=2083 | X=0316.920-0382.620 | Y=0080.620-0089.940 | Phía Nam: Hết
P=2083 | X=0316.920-0402.040 | Y=0090.260-0101.500 | thửa đất số 117, tờ
P=2083 | X=0316.920-0374.620 | Y=0101.780-0113.020 | bản đồ số 10
P=2083 | X=0215.350-0312.190 | Y=0119.810-0131.050 | Phía Bắc: Đường vào
P=2083 | X=0215.350-0302.760 | Y=0131.330-0142.570 | hội trường khu Đức
P=2083 | X=0316.920-0382.220 | Y=0139.970-0151.210 | Ranh giới Đức
P=2083 | X=0215.350-0240.660 | Y=0144.730-0154.050 | Thiện
P=2083 | X=0092.900-0190.230 | Y=0151.490-0162.730 | 15 Đường Quốc lộ 14
P=2083 | X=0316.920-0404.370 | Y=0151.490-0162.730 | Phong - Minh Hưng
P=2083 | X=0418.460-0435.100 | Y=0153.370-0162.690 | 350
P=2083 | X=0449.690-0466.330 | Y=0153.370-0162.690 | 280
P=2083 | X=0479.690-0496.330 | Y=0153.370-0162.690 | 196
P=2083 | X=0511.150-0522.270 | Y=0153.370-0162.690 | 32
P=2083 | X=0215.350-0334.200 | Y=0162.250-0174.250 | Phía Nam: Từ thửa (cũ)
P=2083 | X=0215.350-0310.530 | Y=0171.650-0182.890 | đất số 118, tờ bản đồ
P=2083 | X=0215.350-0239.700 | Y=0185.050-0194.370 | số 10
P=2083 | X=0215.350-0402.710 | Y=0201.190-0212.430 | Ranh giới Đức Phong Ngã ba Đường vào
P=2083 | X=0092.900-0190.230 | Y=0206.950-0218.190 | 16 Đường Quốc lộ 14
P=2083 | X=0418.460-0435.100 | Y=0208.830-0218.150 | 238
P=2083 | X=0449.690-0466.330 | Y=0208.830-0218.150 | 190
P=2083 | X=0479.690-0496.330 | Y=0208.830-0218.150 | 152
P=2083 | X=0511.150-0522.270 | Y=0208.830-0218.150 | 32
P=2083 | X=0215.350-0291.180 | Y=0212.710-0223.950 | - Minh Hưng (cũ)
P=2083 | X=0316.920-0403.430 | Y=0212.710-0223.950 | Thác Đứng thôn 01
P=2083 | X=0316.920-0395.020 | Y=0230.710-0241.950 | Ranh xưởng điều
P=2083 | X=0215.350-0301.150 | Y=0242.230-0253.470 | Ngã ba Đường vào
P=2083 | X=0316.920-0395.990 | Y=0244.110-0253.430 | Cao Nguyễn thửa
P=2083 | X=0092.900-0190.230 | Y=0247.990-0259.230 | 17 Đường Quốc lộ 14
P=2083 | X=0418.460-0435.100 | Y=0249.870-0259.190 | 238
P=2083 | X=0449.690-0466.330 | Y=0249.870-0259.190 | 190
P=2083 | X=0479.690-0496.330 | Y=0249.870-0259.190 | 152
P=2083 | X=0511.150-0522.270 | Y=0249.870-0259.190 | 32
P=2083 | X=0215.350-0301.870 | Y=0253.750-0264.990 | Thác Đứng thôn 01
P=2083 | X=0316.920-0392.620 | Y=0253.750-0264.990 | đất số 37, tờ bản
P=2083 | X=0316.920-0360.680 | Y=0265.270-0276.510 | đồ số 179
P=2083 | X=0215.350-0314.340 | Y=0283.300-0294.540 | Ranh xưởng điều Cao
P=2083 | X=0092.900-0193.110 | Y=0294.820-0306.060 | 18 Đường Quốc [lộ 14
P=2083 | X=0215.350-0401.700 | Y=0294.820-0306.060 | Nguyên thửa đất số Ngã ba Minh Hưng
P=2083 | X=0418.460-0435.100 | Y=0296.700-0306.020 | 238
P=2083 | X=0449.690-0466.330 | Y=0296.700-0306.020 | 190
P=2083 | X=0479.690-0496.330 | Y=0296.700-0306.020 | 152
P=2083 | X=0511.150-0522.270 | Y=0296.700-0306.020 | 32
P=2083 | X=0215.350-0307.640 | Y=0306.340-0317.580 | 37, tờ bản đồ số 179
P=2083 | X=0316.920-0396.460 | Y=0324.340-0335.580 | Ranh đất nhà ông
P=2083 | X=0316.920-0399.820 | Y=0335.860-0347.100 | Chuẩn thửa đất số
P=2083 | X=0092.900-0190.230 | Y=0341.620-0352.860 | 19 Đường Quốc lộ 14
P=2083 | X=0215.350-0300.130 | Y=0341.620-0352.860 | Ngã ba Minh Hưng
P=2083 | X=0418.460-0435.100 | Y=0343.500-0352.820 | 238
P=2083 | X=0449.690-0466.330 | Y=0343.500-0352.820 | 190
P=2083 | X=0479.690-0496.330 | Y=0343.500-0352.820 | 152
P=2083 | X=0511.150-0522.270 | Y=0343.500-0352.820 | 32
P=2083 | X=0316.920-0389.740 | Y=0347.380-0358.620 | 20, tờ bản đồ số
P=2083 | X=0316.920-0333.560 | Y=0360.780-0370.100 | 177
P=2083 | X=0215.350-0294.900 | Y=0376.920-0388.160 | Ranh đất nhà ông
P=2083 | X=0316.920-0399.820 | Y=0376.920-0388.160 | Đường Quốc lộ 14
P=2083 | X=0092.900-0190.230 | Y=0388.200-0399.440 | 20 Đường Quốc lộ 14
P=2083 | X=0215.350-0402.710 | Y=0388.200-0399.440 | Chuẩn thửa đất số 20, Ngã ba Đường vào
P=2083 | X=0418.460-0435.100 | Y=0390.080-0399.400 | 238
P=2083 | X=0449.690-0466.330 | Y=0390.080-0399.400 | 190
P=2083 | X=0479.690-0496.330 | Y=0390.080-0399.400 | 152
P=2083 | X=0511.150-0522.270 | Y=0390.080-0399.400 | 32
P=2083 | X=0215.350-0290.820 | Y=0399.720-0410.960 | tờ bản đồ số 177
P=2083 | X=0316.920-0344.840 | Y=0401.600-0410.920 | thôn 7
P=2083 | X=0215.350-0298.260 | Y=0417.720-0428.960 | Đường Quốc lộ 14
P=2083 | X=0316.920-0375.810 | Y=0425.360-0434.680 | Ngã ba Nông
P=2083 | X=0092.900-0190.230 | Y=0429.240-0440.480 | 21 Đường Quốc lộ 14
P=2083 | X=0215.350-0301.150 | Y=0429.240-0440.480 | Ngã ba Đường vào
P=2083 | X=0418.460-0435.100 | Y=0431.120-0440.440 | 238
P=2083 | X=0449.690-0466.330 | Y=0431.120-0440.440 | 190
P=2083 | X=0479.690-0496.330 | Y=0431.120-0440.440 | 152
P=2083 | X=0511.150-0522.270 | Y=0431.120-0440.440 | 32
P=2083 | X=0316.920-0399.790 | Y=0435.000-0446.240 | trường Minh Hưng
P=2083 | X=0215.350-0243.270 | Y=0442.640-0451.960 | thôn 7
P=2083 | X=0316.920-0395.590 | Y=0458.780-0470.020 | Hết ranh thửa đất
P=2083 | X=0215.350-0400.300 | Y=0470.300-0481.540 | Ngã ba Nông trường số 98 tờ bản đồ số
P=2083 | X=0092.900-0190.230 | Y=0476.060-0487.300 | 22 Đường Quốc lộ 14
P=2083 | X=0418.460-0435.100 | Y=0477.940-0487.260 | 238
P=2083 | X=0449.690-0466.330 | Y=0477.940-0487.260 | 190
P=2083 | X=0479.690-0496.330 | Y=0477.940-0487.260 | 152
P=2083 | X=0511.150-0522.270 | Y=0477.940-0487.260 | 32
P=2083 | X=0215.350-0265.100 | Y=0481.820-0493.060 | Minh Hưng
P=2083 | X=0316.920-0393.830 | Y=0483.700-0493.020 | 166 (cách cầu 38
P=2083 | X=0316.920-0361.540 | Y=0495.220-0504.540 | dài 370m)
P=2083 | X=0215.350-0307.160 | Y=0511.340-0522.580 | Hết ranh thửa đất số
P=2083 | X=0215.350-0304.740 | Y=0522.860-0534.100 | 98 tờ bản đồ số 166
P=2083 | X=0092.900-0193.590 | Y=0528.620-0539.860 | 23 Đường Quốc 1ộ 14
P=2083 | X=0316.920-0349.170 | Y=0530.500-0539.820 | Cầu 38
P=2083 | X=0418.460-0435.100 | Y=0530.500-0539.820 | 238
P=2083 | X=0449.690-0466.330 | Y=0530.500-0539.820 | 190
P=2083 | X=0479.690-0496.330 | Y=0530.500-0539.820 | 152
P=2083 | X=0511.150-0522.270 | Y=0530.500-0539.820 | 32
P=2083 | X=0215.350-0288.910 | Y=0536.290-0545.610 | (cách cầu 38 dài
P=2083 | X=0215.350-0243.910 | Y=0547.810-0557.130 | 370m)
P=2083 | X=0316.920-0397.190 | Y=0563.930-0575.170 | Hết ranh đất nông
P=2083 | X=0215.350-0307.880 | Y=0569.690-0580.930 | Ngã ba Nông trường
P=2083 | X=0092.900-0203.670 | Y=0575.450-0586.690 | 24 Đường Quốc lộ 14 cũ
P=2083 | X=0316.920-0385.900 | Y=0575.450-0586.690 | trường bộ Minh
P=2083 | X=0418.460-0435.100 | Y=0577.330-0586.650 | 238
P=2083 | X=0449.690-0466.330 | Y=0577.330-0586.650 | 190
P=2083 | X=0479.690-0496.330 | Y=0577.330-0586.650 | 152
P=2083 | X=0511.150-0522.270 | Y=0577.330-0586.650 | 32
P=2083 | X=0215.350-0265.100 | Y=0581.210-0592.450 | Minh Hưng
P=2083 | X=0316.920-0341.960 | Y=0586.970-0598.210 | Hưng
P=2083 | X=0092.900-0166.940 | Y=0604.970-0616.210 | 25 Đường 14/12
P=2083 | X=0215.350-0265.620 | Y=0606.850-0616.170 | Toàn tuyến
P=2083 | X=0418.460-0435.100 | Y=0606.850-0616.170 | 182
P=2083 | X=0449.690-0466.330 | Y=0606.850-0616.170 | 146
P=2083 | X=0479.690-0496.330 | Y=0606.850-0616.170 | 116
P=2083 | X=0511.150-0522.270 | Y=0606.850-0616.170 | 32
P=2083 | X=0316.920-0394.300 | Y=0622.750-0633.990 | Phía Tây: Đường
P=2083 | X=0316.920-0366.680 | Y=0636.150-0645.470 | Võ Thị Sáu
P=2083 | X=0215.350-0307.320 | Y=0643.150-0654.390 | Ngã ba đường Quốc
P=2083 | X=0092.900-0199.580 | Y=0648.910-0660.150 | 26 Đường Hùng Vương
P=2083 | X=0418.460-0435.100 | Y=0650.790-0660.110 | 182
P=2083 | X=0449.690-0466.330 | Y=0650.790-0660.110 | 146
P=2083 | X=0479.690-0496.330 | Y=0650.790-0660.110 | 116
P=2083 | X=0511.150-0522.270 | Y=0650.790-0660.110 | 32
P=2083 | X=0316.920-0385.500 | Y=0651.790-0663.030 | Phía Đông: Hết
P=2083 | X=0215.350-0237.300 | Y=0656.550-0665.870 | lộ 14
P=2083 | X=0316.920-0396.510 | Y=0663.310-0674.550 | thửa đất số 14, tờ
P=2083 | X=0316.920-0374.620 | Y=0674.830-0686.070 | bản đồ số 49
P=2083 | X=0215.350-0398.140 | Y=0692.830-0704.070 | Phía Tây: Đường Võ Ngã tư đường Hai
P=2083 | X=0092.900-0199.580 | Y=0698.590-0709.830 | 27 Đường Hùng Vương
P=2083 | X=0418.460-0435.100 | Y=0700.470-0709.790 | 182
P=2083 | X=0449.690-0466.330 | Y=0700.470-0709.790 | 146
P=2083 | X=0479.690-0496.330 | Y=0700.470-0709.790 | 116
P=2083 | X=0511.150-0522.270 | Y=0700.470-0709.790 | 32
P=2083 | X=0316.920-0359.470 | Y=0704.370-0715.610 | Bà Trưng
P=2083 | X=0215.350-0250.020 | Y=0706.260-0715.580 | Thị Sáu
P=2084 | X=0215.350-0304.760 | Y=0078.740-0089.980 | Phía Đông: Từ thửa
P=2084 | X=0215.350-0305.010 | Y=0090.260-0101.500 | đất số 15, tờ bản đồ
P=2084 | X=0215.350-0239.700 | Y=0103.660-0112.980 | số 49
P=2084 | X=0316.920-0394.300 | Y=0119.810-0131.050 | Phía Tây: Đường
P=2084 | X=0316.920-0370.520 | Y=0131.330-0142.570 | Lê Quý Đôn
P=2084 | X=0215.350-0311.700 | Y=0139.970-0151.210 | Ngã tư đường Hai Bà
P=2084 | X=0092.900-0199.580 | Y=0145.730-0156.970 | 28 Đường Hùng Vương
P=2084 | X=0418.460-0435.100 | Y=0147.610-0156.930 | 182
P=2084 | X=0449.690-0466.330 | Y=0147.610-0156.930 | 146
P=2084 | X=0479.690-0496.330 | Y=0147.610-0156.930 | 116
P=2084 | X=0511.150-0522.270 | Y=0147.610-0156.930 | 32
P=2084 | X=0316.920-0385.500 | Y=0148.850-0160.090 | Phía Đông: Hết
P=2084 | X=0215.350-0242.790 | Y=0151.490-0162.730 | Trưng
P=2084 | X=0316.920-0402.040 | Y=0160.370-0171.610 | thửa đất số 172, tờ
P=2084 | X=0316.920-0374.620 | Y=0171.650-0182.890 | bản đồ số 13
P=2084 | X=0215.350-0306.670 | Y=0189.650-0200.890 | Phía Tây: Đường Lê
P=2084 | X=0215.350-0255.030 | Y=0201.190-0212.430 | Quý Đôn
P=2084 | X=0092.900-0199.580 | Y=0215.830-0227.070 | 29 Đường Hùng Vương
P=2084 | X=0215.350-0386.620 | Y=0215.830-0229.950 | Phía Đông: Từ thửa Cầu Vĩnh Thiện
P=2084 | X=0418.460-0435.100 | Y=0217.710-0227.030 | 182
P=2084 | X=0449.690-0466.330 | Y=0217.710-0227.030 | 146
P=2084 | X=0479.690-0496.330 | Y=0217.710-0227.030 | 116
