TABLE=026 | AREA=Xã Xuân Thành | SECTION=agricultural | SEGMENTS=1
P=0921 | X=0107.570-0384.740 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0921 | X=0107.570-0427.180 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0921 | X=0107.570-0425.740 | Y=0498.140-0509.380 | tổ 6-7 đoạn từ Đường tỉnh 766 đến Ngã ba (thửa đất số 1774, tờ BĐĐC
P=0921 | X=0107.570-0418.590 | Y=0509.660-0520.900 | số 39, xã Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0921 | X=0093.140-0339.120 | Y=0527.180-0541.260 | 55 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0921 | X=0460.490-0477.130 | Y=0531.940-0541.260 | 260
P=0921 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 150
P=0921 | X=0107.570-0413.990 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0921 | X=0107.570-0149.250 | Y=0556.010-0567.250 | ≤1.000m.
P=0921 | X=0107.570-0330.740 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0921 | X=0107.570-0427.180 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0921 | X=0107.570-0425.740 | Y=0602.810-0614.050 | tổ 6-7 đoạn từ Đường tỉnh 766 đến Ngã ba (thửa đất số 1774, tờ BĐĐC
P=0921 | X=0107.570-0418.590 | Y=0614.330-0625.570 | số 39, xã Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0921 | X=0093.140-0104.260 | Y=0622.230-0631.550 | 56
P=0921 | X=0460.490-0477.130 | Y=0622.230-0631.550 | 180
P=0921 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 110
P=0921 | X=0107.570-0393.360 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0921 | X=0107.570-0331.210 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0921 | X=0330.360-0419.500 | Y=0667.150-0678.390 | Ngã ba (thửa đất số
P=0921 | X=0093.140-0161.650 | Y=0678.670-0689.910 | 57 Đường 30/4
P=0921 | X=0240.580-0310.750 | Y=0678.670-0689.910 | Đường tỉnh 766
P=0921 | X=0330.360-0412.070 | Y=0678.670-0689.910 | 1182, tờ BĐĐC số
P=0921 | X=0460.490-0477.130 | Y=0680.550-0689.870 | 470
P=0921 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 330
P=0921 | X=0330.360-0418.200 | Y=0692.070-0701.390 | 19, xã Xuân Thành)
P=0921 | X=0093.140-0415.610 | Y=0707.970-0719.210 | 58 Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30/4 đoạn từ
P=0921 | X=0460.490-0477.130 | Y=0709.860-0719.180 | 330
P=0921 | X=0505.390-0522.030 | Y=0709.860-0719.180 | 200
P=0922 | X=0107.570-0403.650 | Y=0072.500-0083.740 | Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC số 19, xã
P=0922 | X=0107.570-0375.150 | Y=0084.020-0095.260 | Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0107.570-0338.650 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0922 | X=0107.570-0384.740 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0922 | X=0107.570-0415.610 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30/4 đoạn từ
P=0922 | X=0107.570-0403.650 | Y=0148.370-0159.610 | Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC số 19, xã
P=0922 | X=0107.570-0375.150 | Y=0159.650-0170.890 | Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0093.140-0339.130 | Y=0177.170-0191.490 | 59 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0922 | X=0460.490-0477.130 | Y=0182.170-0191.490 | 260
P=0922 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 150
P=0922 | X=0107.570-0413.990 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0922 | X=0107.570-0149.250 | Y=0206.230-0217.470 | ≤1.000m.
P=0922 | X=0107.570-0330.740 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0922 | X=0107.570-0415.610 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30/4 đoạn từ
P=0922 | X=0107.570-0403.650 | Y=0253.030-0264.270 | Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC số 19, xã
P=0922 | X=0107.570-0375.150 | Y=0264.550-0275.790 | Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0093.140-0104.260 | Y=0272.430-0281.750 | 60
P=0922 | X=0460.490-0477.130 | Y=0272.430-0281.750 | 180
P=0922 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 110
P=0922 | X=0107.570-0393.360 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0922 | X=0107.570-0331.210 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0922 | X=0107.570-0427.180 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0922 | X=0107.570-0419.500 | Y=0328.900-0340.140 | 30/4 đoạn từ Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC
P=0922 | X=0107.570-0418.590 | Y=0340.420-0351.660 | số 19, xã Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0093.140-0104.260 | Y=0348.300-0357.620 | 61
P=0922 | X=0460.490-0477.130 | Y=0348.300-0357.620 | 330
P=0922 | X=0505.390-0522.030 | Y=0348.300-0357.620 | 200
P=0922 | X=0107.570-0338.650 | Y=0357.700-0368.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0922 | X=0107.570-0384.740 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0922 | X=0107.570-0427.180 | Y=0393.000-0404.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0922 | X=0107.570-0419.500 | Y=0404.520-0415.760 | 30/4 đoạn từ Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC
P=0922 | X=0107.570-0418.590 | Y=0416.040-0427.280 | số 19, xã Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0093.140-0339.150 | Y=0433.560-0447.880 | 62 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0922 | X=0460.490-0477.130 | Y=0438.560-0447.880 | 260
P=0922 | X=0505.390-0522.030 | Y=0438.560-0447.880 | 150
P=0922 | X=0107.570-0413.990 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0922 | X=0107.570-0149.250 | Y=0462.620-0473.860 | ≤1.000m.
P=0922 | X=0107.570-0330.740 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0922 | X=0107.570-0427.180 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0922 | X=0107.570-0419.500 | Y=0509.420-0520.660 | 30/4 đoạn từ Đường tỉnh 766 đến Ngã ba (thửa đất số 1182, tờ BĐĐC
P=0922 | X=0107.570-0418.590 | Y=0520.940-0532.180 | số 19, xã Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0922 | X=0093.140-0104.260 | Y=0528.820-0538.140 | 63
P=0922 | X=0460.490-0477.130 | Y=0528.820-0538.140 | 180
P=0922 | X=0505.390-0522.030 | Y=0528.820-0538.140 | 110
P=0922 | X=0107.570-0393.360 | Y=0538.250-0549.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0922 | X=0107.570-0331.210 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0922 | X=0330.360-0422.140 | Y=0573.530-0584.770 | Hết ranh thửa đất số
P=0922 | X=0330.360-0425.980 | Y=0585.050-0596.290 | 1866, tờ BĐĐC số 12
P=0922 | X=0330.360-0412.140 | Y=0598.450-0607.770 | về bên phải và hết
P=0922 | X=0093.140-0161.650 | Y=0608.090-0619.330 | 64 Đường 19/5
P=0922 | X=0240.580-0310.750 | Y=0608.090-0619.330 | Đường tỉnh 766
P=0922 | X=0330.360-0403.900 | Y=0608.090-0619.330 | ranh thửa đất số
P=0922 | X=0460.490-0477.130 | Y=0609.970-0619.290 | 470
P=0922 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 330
P=0922 | X=0330.360-0412.070 | Y=0619.630-0630.870 | 1588, tờ BĐĐC số
P=0922 | X=0330.360-0410.130 | Y=0633.030-0642.350 | 12, về bên trái, xã
P=0922 | X=0330.360-0384.700 | Y=0644.550-0653.870 | Xuân Thành
P=0922 | X=0107.570-0415.610 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19/5 đoạn từ
P=0922 | X=0107.570-0422.860 | Y=0671.950-0683.190 | Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC số 12 về bên
P=0922 | X=0093.140-0104.260 | Y=0679.590-0688.910 | 65
P=0922 | X=0460.490-0477.130 | Y=0679.590-0688.910 | 330
P=0922 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 200
P=0922 | X=0107.570-0425.470 | Y=0683.470-0694.710 | phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0922 | X=0107.570-0345.610 | Y=0694.750-0705.990 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0107.570-0338.650 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0923 | X=0107.570-0384.740 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0923 | X=0107.570-0415.610 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19/5 đoạn từ
P=0923 | X=0107.570-0422.860 | Y=0125.330-0136.570 | Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC số 12 về bên
P=0923 | X=0107.570-0425.470 | Y=0136.850-0148.090 | phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0923 | X=0107.570-0345.610 | Y=0148.370-0159.610 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0093.140-0339.120 | Y=0164.890-0176.890 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0923 | X=0460.490-0477.130 | Y=0164.890-0174.210 | 260
P=0923 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 150
P=0923 | X=0107.570-0413.990 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0923 | X=0107.570-0149.250 | Y=0194.690-0205.930 | ≤1.000m.
P=0923 | X=0107.570-0330.740 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0923 | X=0107.570-0415.610 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19/5 đoạn từ
P=0923 | X=0107.570-0422.860 | Y=0241.510-0252.750 | Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC số 12 về bên
P=0923 | X=0107.570-0425.470 | Y=0253.030-0264.270 | phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0923 | X=0093.140-0345.610 | Y=0264.550-0275.990 | 67 Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0460.490-0477.130 | Y=0266.670-0275.990 | 180
P=0923 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 110
P=0923 | X=0107.570-0393.360 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0923 | X=0107.570-0331.210 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0923 | X=0107.570-0427.180 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0923 | X=0107.570-0422.380 | Y=0328.900-0340.140 | 19/5 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC
P=0923 | X=0107.570-0426.700 | Y=0340.420-0351.660 | số 12 về bên phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên
P=0923 | X=0093.140-0404.430 | Y=0351.700-0363.140 | 68 trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0460.490-0477.130 | Y=0353.820-0363.140 | 330
P=0923 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 200
P=0923 | X=0107.570-0338.650 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0923 | X=0107.570-0384.740 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0923 | X=0107.570-0427.180 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0923 | X=0107.570-0422.380 | Y=0416.040-0427.280 | 19/5 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC
P=0923 | X=0107.570-0426.700 | Y=0427.560-0438.800 | số 12 về bên phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên
P=0923 | X=0107.570-0404.430 | Y=0439.080-0450.320 | trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0093.140-0339.120 | Y=0455.620-0467.860 | 69 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0923 | X=0460.490-0477.130 | Y=0455.620-0464.940 | 260
P=0923 | X=0505.390-0522.030 | Y=0455.620-0464.940 | 150
P=0923 | X=0107.570-0413.990 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0923 | X=0107.570-0149.250 | Y=0485.660-0496.900 | ≤1.000m.
P=0923 | X=0107.570-0330.740 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0923 | X=0107.570-0427.180 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0923 | X=0107.570-0422.380 | Y=0532.220-0543.460 | 19/5 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 1866, tờ BĐĐC
P=0923 | X=0107.570-0426.700 | Y=0543.770-0555.010 | số 12 về bên phải và hết ranh thửa đất số 1588, tờ BĐĐC số 12, về bên
P=0923 | X=0093.140-0404.430 | Y=0555.290-0566.730 | 70 trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0923 | X=0460.490-0477.130 | Y=0557.410-0566.730 | 180
P=0923 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 110
P=0923 | X=0107.570-0393.360 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0923 | X=0107.570-0331.210 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0923 | X=0330.360-0422.140 | Y=0608.090-0619.330 | Hết ranh thửa đất số
P=0923 | X=0330.360-0420.460 | Y=0619.630-0630.870 | 913, tờ BĐĐC số 12
P=0923 | X=0330.360-0412.140 | Y=0633.030-0642.350 | về bên phải và hết
P=0923 | X=0093.140-0156.130 | Y=0642.670-0653.910 | 71 Đường 3/2
P=0923 | X=0240.580-0310.760 | Y=0642.670-0653.910 | Đường tỉnh 766
P=0923 | X=0330.360-0403.900 | Y=0642.670-0653.910 | ranh thửa đất số
P=0923 | X=0460.490-0477.130 | Y=0644.550-0653.870 | 470
P=0923 | X=0505.390-0522.030 | Y=0644.550-0653.870 | 330
P=0923 | X=0330.360-0412.070 | Y=0654.190-0665.430 | 1856, tờ BĐĐC số
P=0923 | X=0330.360-0410.130 | Y=0667.590-0676.910 | 12, về bên trái, xã
P=0923 | X=0330.360-0384.700 | Y=0679.110-0688.430 | Xuân Thành
P=0923 | X=0107.570-0410.090 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2 đoạn từ
P=0923 | X=0093.140-0104.260 | Y=0702.420-0711.740 | 72
P=0923 | X=0460.490-0477.130 | Y=0702.420-0711.740 | 330
P=0923 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 200
P=0923 | X=0107.570-0417.340 | Y=0706.290-0717.530 | Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số 12 về bên
P=0924 | X=0107.570-0425.470 | Y=0072.500-0083.740 | phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0924 | X=0107.570-0345.610 | Y=0084.020-0095.260 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0107.570-0338.650 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0924 | X=0107.570-0384.740 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0924 | X=0107.570-0410.090 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2 đoạn từ
P=0924 | X=0107.570-0417.340 | Y=0148.370-0159.610 | Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số 12 về bên
P=0924 | X=0107.570-0425.470 | Y=0159.650-0170.890 | phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0924 | X=0107.570-0345.610 | Y=0171.170-0182.410 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0093.140-0339.120 | Y=0187.930-0199.930 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0924 | X=0460.490-0477.130 | Y=0187.930-0197.250 | 260
P=0924 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 150
P=0924 | X=0107.570-0413.990 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0924 | X=0107.570-0149.250 | Y=0217.750-0228.990 | ≤1.000m.
P=0924 | X=0107.570-0330.740 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0924 | X=0107.570-0410.090 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2 đoạn từ
P=0924 | X=0107.570-0417.340 | Y=0264.550-0275.790 | Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số 12 về bên
P=0924 | X=0107.570-0425.470 | Y=0276.070-0287.310 | phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên trái, xã Xuân
P=0924 | X=0093.140-0345.610 | Y=0287.620-0299.060 | 74 Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0460.490-0477.130 | Y=0289.740-0299.060 | 180
P=0924 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 110
P=0924 | X=0107.570-0393.360 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0924 | X=0107.570-0331.210 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0924 | X=0107.570-0427.180 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0924 | X=0107.570-0424.550 | Y=0351.700-0362.940 | 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số
P=0924 | X=0107.570-0413.500 | Y=0363.220-0374.460 | 12 về bên phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên
P=0924 | X=0093.140-0404.430 | Y=0374.760-0386.200 | 75 trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0460.490-0477.130 | Y=0376.880-0386.200 | 330
P=0924 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 200
P=0924 | X=0107.570-0338.650 | Y=0392.280-0403.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0924 | X=0107.570-0384.740 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0924 | X=0107.570-0427.180 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0924 | X=0107.570-0424.550 | Y=0439.080-0450.320 | 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số
P=0924 | X=0107.570-0413.500 | Y=0450.620-0461.860 | 12 về bên phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên
P=0924 | X=0107.570-0404.430 | Y=0462.140-0473.380 | trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0093.140-0339.120 | Y=0478.660-0490.900 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0924 | X=0460.490-0477.130 | Y=0478.660-0487.980 | 260
P=0924 | X=0505.390-0522.030 | Y=0478.660-0487.980 | 150
P=0924 | X=0107.570-0413.990 | Y=0497.180-0508.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0924 | X=0107.570-0149.250 | Y=0508.460-0519.700 | ≤1.000m.
P=0924 | X=0107.570-0330.740 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0924 | X=0107.570-0427.180 | Y=0543.770-0555.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0924 | X=0107.570-0424.550 | Y=0555.290-0566.530 | 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ BĐĐC số
P=0924 | X=0107.570-0413.500 | Y=0566.810-0578.050 | 12 về bên phải và hết ranh thửa đất số 1856, tờ BĐĐC số 12, về bên
P=0924 | X=0093.140-0404.430 | Y=0578.330-0589.770 | 77 trái, xã Xuân Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0460.490-0477.130 | Y=0580.450-0589.770 | 180
P=0924 | X=0505.390-0522.030 | Y=0580.450-0589.770 | 110
P=0924 | X=0107.570-0393.360 | Y=0595.850-0607.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0924 | X=0107.570-0331.210 | Y=0613.370-0624.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0924 | X=0107.570-0221.200 | Y=0631.150-0642.390 | Đường Tân Hữu đi Trảng
P=0924 | X=0330.360-0408.940 | Y=0633.030-0642.350 | Giáp nhà thờ Tân
P=0924 | X=0240.580-0310.750 | Y=0636.910-0648.150 | Đường tỉnh 766
P=0924 | X=0093.140-0104.260 | Y=0638.790-0648.110 | 78
P=0924 | X=0460.490-0477.130 | Y=0638.790-0648.110 | 470
P=0924 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 330
P=0924 | X=0107.570-0202.120 | Y=0644.550-0653.870 | Táo (xã Xuân Thành)
P=0924 | X=0330.360-0349.880 | Y=0644.550-0653.870 | Hữu
P=0924 | X=0107.570-0408.700 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hữu đi
P=0924 | X=0107.570-0421.710 | Y=0671.950-0683.190 | Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766 đến Giáp nhà thờ
P=0924 | X=0093.140-0356.680 | Y=0682.470-0694.710 | 79 Tân Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0924 | X=0460.490-0477.130 | Y=0682.470-0691.790 | 330
P=0924 | X=0505.390-0522.030 | Y=0682.470-0691.790 | 200
P=0924 | X=0107.570-0338.650 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0925 | X=0107.570-0384.740 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0925 | X=0107.570-0408.700 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hữu đi
P=0925 | X=0107.570-0421.710 | Y=0107.780-0119.020 | Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766 đến Giáp nhà thờ
P=0925 | X=0107.570-0356.660 | Y=0119.330-0130.570 | Tân Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0925 | X=0093.140-0339.120 | Y=0136.850-0150.930 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0925 | X=0460.490-0477.130 | Y=0141.610-0150.930 | 260
P=0925 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 150
P=0925 | X=0107.570-0413.990 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0925 | X=0107.570-0149.250 | Y=0165.650-0176.890 | ≤1.000m.
P=0925 | X=0107.570-0330.740 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0925 | X=0107.570-0408.700 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hữu đi
P=0925 | X=0107.570-0421.710 | Y=0212.470-0223.710 | Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766 đến Giáp nhà thờ
P=0925 | X=0107.570-0356.660 | Y=0223.990-0235.230 | Tân Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0925 | X=0093.140-0104.260 | Y=0231.870-0241.190 | 81
P=0925 | X=0460.490-0477.130 | Y=0231.870-0241.190 | 180
P=0925 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 110
P=0925 | X=0107.570-0393.360 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0925 | X=0107.570-0331.210 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0925 | X=0107.570-0427.180 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0925 | X=0107.570-0413.260 | Y=0288.340-0299.580 | Tân Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766 đến
P=0925 | X=0107.570-0417.860 | Y=0299.860-0311.100 | Giáp nhà thờ Tân Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0925 | X=0093.140-0104.260 | Y=0307.740-0317.060 | 82
P=0925 | X=0460.490-0477.130 | Y=0307.740-0317.060 | 330
P=0925 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 200
P=0925 | X=0107.570-0338.650 | Y=0317.380-0328.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0925 | X=0107.570-0384.740 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0925 | X=0107.570-0427.180 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0925 | X=0107.570-0413.260 | Y=0363.940-0375.180 | Tân Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766 đến
