TABLE=062 | AREA=Phường An Lộc | SECTION=agricultural | SEGMENTS=1
P=2002 | X=0308.760-0375.060 | Y=0137.810-0149.050 | Đường TLT 57
P=2002 | X=0423.530-0440.170 | Y=0139.690-0149.010 | 252
P=2002 | X=0464.570-0481.210 | Y=0139.690-0149.010 | 202
P=2002 | X=0505.390-0522.030 | Y=0139.690-0149.010 | 141
P=2002 | X=0090.020-0173.630 | Y=0155.810-0167.050 | 171 Đường TLT 57
P=2002 | X=0187.030-0253.330 | Y=0155.810-0167.050 | Đường TLT 55
P=2002 | X=0308.760-0396.220 | Y=0157.690-0167.010 | Ranh xã Lộc Thành
P=2002 | X=0423.530-0440.170 | Y=0157.690-0167.010 | 252
P=2002 | X=0464.570-0481.210 | Y=0157.690-0167.010 | 202
P=2002 | X=0505.390-0522.030 | Y=0157.690-0167.010 | 141
P=2002 | X=0090.020-0173.630 | Y=0173.810-0185.050 | 172 Đường TLT 58
P=2002 | X=0187.030-0296.040 | Y=0173.810-0185.050 | Đường TLT 55 lô cao su
P=2002 | X=0308.760-0375.060 | Y=0173.810-0185.050 | Đường TLT 59
P=2002 | X=0423.530-0440.170 | Y=0175.690-0185.010 | 252
P=2002 | X=0464.570-0481.210 | Y=0175.690-0185.010 | 202
P=2002 | X=0505.390-0522.030 | Y=0175.690-0185.010 | 141
P=2002 | X=0308.760-0395.740 | Y=0193.690-0203.010 | Lô cao su (hết thửa
P=2002 | X=0187.030-0303.800 | Y=0197.590-0208.830 | Lô cao su (hết thửa đất số
P=2002 | X=0090.020-0173.630 | Y=0203.350-0214.590 | 173 Đường TLT 59
P=2002 | X=0308.760-0395.510 | Y=0203.350-0214.590 | đồ số 51, tờ bản đồ
P=2002 | X=0423.530-0440.170 | Y=0205.230-0214.550 | 252
P=2002 | X=0464.570-0481.210 | Y=0205.230-0214.550 | 202
P=2002 | X=0505.390-0522.030 | Y=0205.230-0214.550 | 141
P=2002 | X=0187.030-0282.580 | Y=0209.110-0220.350 | 207, tờ bản đồ số 41)
P=2002 | X=0308.760-0336.360 | Y=0216.750-0226.070 | số 41)
P=2002 | X=0090.020-0173.630 | Y=0232.870-0244.110 | 174 Đường TLT 60
P=2002 | X=0187.030-0253.330 | Y=0232.870-0244.110 | Đường TLT 55
P=2002 | X=0308.760-0375.060 | Y=0232.870-0244.110 | Đường TLT 57
P=2002 | X=0423.530-0440.170 | Y=0234.750-0244.070 | 252
P=2002 | X=0464.570-0481.210 | Y=0234.750-0244.070 | 202
P=2002 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 141
P=2002 | X=0308.760-0395.110 | Y=0250.870-0262.110 | Hết tuyến (thửa đất
P=2002 | X=0090.020-0173.630 | Y=0262.390-0273.630 | 175 Đường TLT 64
P=2002 | X=0187.030-0395.020 | Y=0262.390-0273.630 | Đường Nhà máy xi măng số 73, tờ bản đồ số
P=2002 | X=0423.530-0440.170 | Y=0264.270-0273.590 | 252
P=2002 | X=0464.570-0481.210 | Y=0264.270-0273.590 | 202
P=2002 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 141
P=2002 | X=0308.760-0323.160 | Y=0275.550-0284.870 | 57)
P=2002 | X=0090.020-0173.630 | Y=0291.700-0302.940 | 176 Đường TLT 65
P=2002 | X=0187.030-0253.330 | Y=0291.700-0302.940 | Đường TLT 55
P=2002 | X=0308.760-0396.220 | Y=0293.580-0302.900 | Ranh xã Lộc Thành
P=2002 | X=0423.530-0440.170 | Y=0293.580-0302.900 | 252
P=2002 | X=0464.570-0481.210 | Y=0293.580-0302.900 | 202
P=2002 | X=0505.390-0522.030 | Y=0293.580-0302.900 | 141
P=2002 | X=0308.760-0395.110 | Y=0309.700-0320.940 | Hết tuyến (thửa đất
P=2002 | X=0090.020-0173.630 | Y=0321.220-0332.460 | 177 Đường TLT 66
P=2002 | X=0187.030-0256.980 | Y=0321.220-0332.460 | Đường băng tải
P=2002 | X=0308.760-0395.020 | Y=0321.220-0332.460 | số 22, tờ bản đồ số
P=2002 | X=0423.530-0440.170 | Y=0323.100-0332.420 | 252
P=2002 | X=0464.570-0481.210 | Y=0323.100-0332.420 | 202
P=2002 | X=0505.390-0522.030 | Y=0323.100-0332.420 | 141
P=2002 | X=0308.760-0323.160 | Y=0334.620-0343.940 | 72)
P=2002 | X=0308.760-0397.910 | Y=0352.620-0361.940 | Ranh xã Thanh Phủ
P=2002 | X=0090.020-0173.630 | Y=0362.260-0373.500 | 178 Đường TLT 67
P=2002 | X=0187.030-0253.330 | Y=0362.260-0373.500 | Đường TLT 55
P=2002 | X=0308.760-0385.660 | Y=0362.260-0373.500 | (cũ), (thửa đất số
P=2002 | X=0423.530-0440.170 | Y=0364.140-0373.460 | 252
P=2002 | X=0464.570-0481.210 | Y=0364.140-0373.460 | 202
P=2002 | X=0505.390-0522.030 | Y=0364.140-0373.460 | 141
P=2002 | X=0308.760-0398.780 | Y=0373.800-0385.040 | 77, tờ bản đồ số 38)
P=2002 | X=0090.020-0173.630 | Y=0391.800-0403.040 | 179 Đường TLT 68
P=2002 | X=0187.030-0253.330 | Y=0391.800-0403.040 | Đường TLT 67
P=2002 | X=0308.760-0375.060 | Y=0391.800-0403.040 | Đường TLT 45
P=2002 | X=0423.530-0440.170 | Y=0393.680-0403.000 | 252
P=2002 | X=0464.570-0481.210 | Y=0393.680-0403.000 | 202
P=2002 | X=0505.390-0522.030 | Y=0393.680-0403.000 | 141
P=2002 | X=0090.020-0173.630 | Y=0409.800-0421.040 | 180 Đường TLT 69
P=2002 | X=0187.030-0247.800 | Y=0409.800-0421.040 | Đường TLT 5
P=2002 | X=0308.760-0375.060 | Y=0409.800-0421.040 | Đường TLT 27
P=2002 | X=0423.530-0440.170 | Y=0411.680-0421.000 | 252
P=2002 | X=0464.570-0481.210 | Y=0411.680-0421.000 | 202
P=2002 | X=0505.390-0522.030 | Y=0411.680-0421.000 | 141
P=2002 | X=0090.020-0173.630 | Y=0427.800-0439.040 | 181 Đường TLT 70
P=2002 | X=0187.030-0375.060 | Y=0427.800-0439.040 | Đường Nhà máy xi măng Đường TLT 44
P=2002 | X=0423.530-0440.170 | Y=0429.680-0439.000 | 252
P=2002 | X=0464.570-0481.210 | Y=0429.680-0439.000 | 202
P=2002 | X=0505.390-0522.030 | Y=0429.680-0439.000 | 141
P=2002 | X=0308.760-0399.910 | Y=0445.800-0457.040 | Hết thửa đất số 154,
P=2002 | X=0090.020-0173.630 | Y=0451.580-0462.820 | 182 Đường TLT 71
P=2002 | X=0187.030-0253.330 | Y=0451.580-0462.820 | Đường TLT 24
P=2002 | X=0423.530-0440.170 | Y=0453.460-0462.780 | 252
P=2002 | X=0464.570-0481.210 | Y=0453.460-0462.780 | 202
P=2002 | X=0505.390-0522.030 | Y=0453.460-0462.780 | 141
P=2002 | X=0308.760-0378.700 | Y=0457.340-0468.580 | tờ bản đồ số 48
P=2002 | X=0090.020-0173.630 | Y=0475.340-0486.580 | 183 Đường TLT 73
P=2002 | X=0187.030-0253.330 | Y=0475.340-0486.580 | Đường TLT 32
P=2002 | X=0308.760-0370.510 | Y=0475.340-0486.580 | Đường TPT 2
P=2002 | X=0423.530-0440.170 | Y=0477.220-0486.540 | 252
P=2002 | X=0464.570-0481.210 | Y=0477.220-0486.540 | 202
P=2002 | X=0505.390-0522.030 | Y=0477.220-0486.540 | 141
P=2002 | X=0090.020-0274.260 | Y=0493.340-0504.580 | 184 Các tuyến đường rộng từ 07m trở lên
P=2002 | X=0423.530-0440.170 | Y=0495.220-0504.540 | 252
P=2002 | X=0464.570-0481.210 | Y=0495.220-0504.540 | 202
P=2002 | X=0505.390-0522.030 | Y=0495.220-0504.540 | 141
P=2002 | X=0107.330-0380.840 | Y=0511.340-0522.580 | Các đường nội bộ trong khu phố, Khu phố thuộc phường Phú
P=2002 | X=0107.330-0398.820 | Y=0522.860-0534.100 | Thịnh (cũ) (nay là Khu phố: Phú Hòa, Phú Thuận, Phú Hưng, Phú
P=2002 | X=0090.020-0388.550 | Y=0534.410-0545.650 | 185 Xuân) chưa có tên đường và có mặt đường hiện hữu (theo bản
P=2002 | X=0423.530-0440.170 | Y=0536.290-0545.610 | 252
P=2002 | X=0464.570-0481.210 | Y=0536.290-0545.610 | 202
P=2002 | X=0505.390-0522.030 | Y=0536.290-0545.610 | 141
P=2002 | X=0107.330-0393.980 | Y=0545.930-0557.170 | đồ chính quy) rộng từ 03m đến dưới 07m, Đường mới mở 07m -
P=2002 | X=0107.330-0126.770 | Y=0559.330-0568.650 | 10m
P=2002 | X=0107.330-0379.160 | Y=0575.450-0586.690 | Các đường nội bộ trong khu phố, khu phố thuộc phường Phú
P=2002 | X=0107.330-0397.140 | Y=0586.970-0598.210 | Thịnh (cũ) (nay là khu phố: Phú Hòa, Phú Thuận, Phú Hưng, Phú
P=2002 | X=0090.020-0393.110 | Y=0598.250-0609.490 | 186 Xuân) không có tên đường và có mặt đường hiện hữu (theo bản
P=2002 | X=0423.530-0440.170 | Y=0600.130-0609.450 | 252
P=2002 | X=0464.570-0481.210 | Y=0600.130-0609.450 | 202
P=2002 | X=0505.390-0522.030 | Y=0600.130-0609.450 | 141
P=2002 | X=0107.330-0393.100 | Y=0609.770-0621.010 | đồ chính quy) rộng dưới 03m; các thửa đất không giáp đường đi
P=2002 | X=0107.330-0355.600 | Y=0621.310-0632.550 | chung; các thửa đất có đường đi mới theo các lô cao su
P=2002 | X=0107.330-0383.030 | Y=0639.310-0650.550 | Các tuyến đường bê tông từ 3,5m đến dưới 07m (theo bản đồ
P=2002 | X=0090.020-0106.660 | Y=0646.950-0656.270 | 187
P=2002 | X=0423.530-0440.170 | Y=0646.950-0656.270 | 210
P=2002 | X=0464.570-0481.210 | Y=0646.950-0656.270 | 168
P=2002 | X=0505.390-0522.030 | Y=0646.950-0656.270 | 118
P=2002 | X=0107.330-0154.130 | Y=0652.710-0662.030 | chính quy)
P=2002 | X=0107.330-0393.820 | Y=0668.830-0680.070 | Các tuyến đường, tuyến hẻm còn lại có bề rộng mặt đường theo
P=2002 | X=0090.020-0392.460 | Y=0680.350-0691.590 | 188 bản đồ chính quy nhỏ hơn 3,5m thuộc các tờ bản đồ số 6, 7, 12,
P=2002 | X=0423.530-0440.170 | Y=0682.230-0691.550 | 210
P=2002 | X=0464.570-0481.210 | Y=0682.230-0691.550 | 168
P=2002 | X=0505.390-0522.030 | Y=0682.230-0691.550 | 118
P=2002 | X=0107.330-0185.400 | Y=0693.750-0703.070 | 13, 19, 26, 27, 33
P=2003 | X=0107.330-0393.820 | Y=0078.740-0089.980 | Các tuyến đường, tuyến hẻm còn lại có bề rộng mặt đường theo
P=2003 | X=0090.020-0106.660 | Y=0086.380-0095.700 | 189
P=2003 | X=0423.530-0440.170 | Y=0086.380-0095.700 | 210
P=2003 | X=0464.570-0481.210 | Y=0086.380-0095.700 | 168
P=2003 | X=0505.390-0522.030 | Y=0086.380-0095.700 | 118
P=2003 | X=0107.330-0371.980 | Y=0090.260-0101.500 | bản đồ chính quy nhỏ hơn 3,5m thuộc các tờ bản đồ còn lại
P=2003 | X=0090.020-0216.870 | Y=0108.260-0119.500 | 190 Các tuyến đường còn lại
P=2003 | X=0423.530-0440.170 | Y=0110.140-0119.460 | 210
P=2003 | X=0464.570-0481.210 | Y=0110.140-0119.460 | 168
P=2003 | X=0505.390-0522.030 | Y=0110.140-0119.460 | 118
